customer_id,customer_name,country,segment
C01215,Customer 01215,Brazil,Industrial
C01216,Customer 01216,Brazil,Wholesale
C01217,Customer 01217,Spain,Wholesale
C01218,Customer 01218,Italy,Wholesale
C01219,Customer 01219,Italy,Industrial
C01220,Customer 01220,France,Retail
C01221,Customer 01221,Spain,Wholesale
C01222,Customer 01222,Spain,Retail
C01223,Customer 01223,Netherlands,Industrial
C01224,Customer 01224,Spain,Retail
C01225,Customer 01225,France,Wholesale
C01226,Customer 01226,Netherlands,Wholesale
C01227,Customer 01227,Brazil,Industrial
C01228,Customer 01228,Netherlands,Retail
C01229,Customer 01229,Brazil,Wholesale
C01230,Customer 01230,Germany,Wholesale
C01231,Customer 01231,Italy,Industrial
C01232,Customer 01232,Italy,Industrial
C01233,Customer 01233,Netherlands,Wholesale
C01234,Customer 01234,Italy,Wholesale
C01235,Customer 01235,Spain,Retail
C01236,Customer 01236,France,Industrial
C01237,Customer 01237,Brazil,Retail
C01238,Customer 01238,Brazil,Wholesale
C01239,Customer 01239,Germany,Wholesale
C01240,Customer 01240,Brazil,Retail
C01241,Customer 01241,Spain,Retail
C01242,Customer 01242,Italy,Retail
C01243,Customer 01243,Netherlands,Industrial
C01244,Customer 01244,France,Retail
C01245,Customer 01245,Netherlands,Retail
C01246,Customer 01246,Netherlands,Wholesale
C01247,Customer 01247,Netherlands,Retail
C01248,Customer 01248,France,Industrial
C01249,Customer 01249,Germany,Retail
C01250,Customer 01250,Netherlands,Retail
C01251,Customer 01251,Germany,Retail
C01252,Customer 01252,France,Retail
C01253,Customer 01253,Brazil,Retail
C01254,Customer 01254,Italy,Wholesale
C01255,Customer 01255,Spain,Retail
C01256,Customer 01256,Brazil,Retail
C01257,Customer 01257,Germany,Retail
C01258,Customer 01258,Spain,Retail
C01259,Customer 01259,Spain,Industrial
C01260,Customer 01260,Italy,Retail
C01261,Customer 01261,Germany,Industrial
C01262,Customer 01262,Netherlands,Retail
C01263,Customer 01263,France,Retail
C01264,Customer 01264,Italy,Retail
C01265,Customer 01265,Germany,Retail
C01266,Customer 01266,Brazil,Wholesale
C01267,Customer 01267,Brazil,Retail
C01268,Customer 01268,France,Retail
C01269,Customer 01269,Netherlands,Wholesale
C01270,Customer 01270,Brazil,Wholesale
C01271,Customer 01271,France,Industrial
C01272,Customer 01272,Brazil,Industrial
C01273,Customer 01273,Netherlands,Wholesale
C01274,Customer 01274,Italy,Wholesale
C01275,Customer 01275,Italy,Wholesale
C01276,Customer 01276,Italy,Retail
C01277,Customer 01277,Spain,Wholesale
C01278,Customer 01278,Italy,Retail
C01279,Customer 01279,Brazil,Wholesale
C01280,Customer 01280,Netherlands,Industrial
C01281,Customer 01281,Italy,Retail
C01282,Customer 01282,Italy,Wholesale
C01283,Customer 01283,France,Industrial
C01284,Customer 01284,Italy,Retail
C01285,Customer 01285,France,Retail
C01286,Customer 01286,Brazil,Industrial
C01287,Customer 01287,Netherlands,Industrial
C01288,Customer 01288,Germany,Retail
C01289,Customer 01289,Brazil,Retail
C01290,Customer 01290,Spain,Wholesale
C01291,Customer 01291,Germany,Retail
C01292,Customer 01292,Netherlands,Retail
C01293,Customer 01293,France,Retail
C01294,Customer 01294,Brazil,Retail
C01295,Customer 01295,Netherlands,Wholesale
C01296,Customer 01296,Spain,Wholesale
C01297,Customer 01297,Germany,Wholesale
C01298,Customer 01298,Italy,Wholesale
C01299,Customer 01299,Spain,Retail
C01300,Customer 01300,Brazil,Retail
C01301,Customer 01301,Italy,Retail
C01302,Customer 01302,France,Retail
C01303,Customer 01303,Italy,Retail
C01304,Customer 01304,Netherlands,Retail
C01305,Customer 01305,Spain,Retail
C01306,Customer 01306,Italy,Retail
C01307,Customer 01307,Germany,Wholesale
C01308,Customer 01308,Germany,Wholesale
C01309,Customer 01309,France,Industrial
C01310,Customer 01310,Netherlands,Wholesale
C01311,Customer 01311,Spain,Wholesale
C01312,Customer 01312,France,Retail
C01313,Customer 01313,Italy,Wholesale
C01314,Customer 01314,Netherlands,Retail
C01315,Customer 01315,Netherlands,Retail
C01316,Customer 01316,Germany,Retail
C01317,Customer 01317,Italy,Retail
C01318,Customer 01318,Spain,Retail
C01319,Customer 01319,France,Wholesale
C01320,Customer 01320,France,Wholesale
C01321,Customer 01321,Brazil,Wholesale
C01322,Customer 01322,Germany,Wholesale
C01323,Customer 01323,Spain,Retail
C01324,Customer 01324,Netherlands,Retail
C01325,Customer 01325,Netherlands,Wholesale
C01326,Customer 01326,Germany,Retail
C01327,Customer 01327,Italy,Retail
C01328,Customer 01328,Brazil,Retail
C01329,Customer 01329,Italy,Industrial
C01330,Customer 01330,France,Wholesale
C01331,Customer 01331,France,Retail
C01332,Customer 01332,Italy,Wholesale
C01333,Customer 01333,France,Retail
C01334,Customer 01334,Italy,Retail
C01335,Customer 01335,Spain,Retail
C01336,Customer 01336,Netherlands,Retail
C01337,Customer 01337,Spain,Wholesale
C01338,Customer 01338,Germany,Retail
C01339,Customer 01339,Italy,Wholesale
C01340,Customer 01340,France,Retail
C01341,Customer 01341,Spain,Wholesale
C01342,Customer 01342,Brazil,Wholesale
C01343,Customer 01343,Brazil,Wholesale
C01344,Customer 01344,Spain,Wholesale
C01345,Customer 01345,Germany,Industrial
C01346,Customer 01346,Netherlands,Retail
C01347,Customer 01347,Netherlands,Wholesale
C01348,Customer 01348,Italy,Wholesale
C01349,Customer 01349,Italy,Retail
C01350,Customer 01350,Spain,Retail
C01351,Customer 01351,Brazil,Retail
C01352,Customer 01352,France,Retail
C01353,Customer 01353,France,Retail
C01354,Customer 01354,Netherlands,Retail
C01355,Customer 01355,Germany,Wholesale
C01356,Customer 01356,France,Retail
C01357,Customer 01357,France,Wholesale
C01358,Customer 01358,Brazil,Retail
C01359,Customer 01359,Brazil,Wholesale
C01360,Customer 01360,France,Retail
C01361,Customer 01361,Brazil,Retail
C01362,Customer 01362,Brazil,Retail
C01363,Customer 01363,France,Wholesale
C01364,Customer 01364,Germany,Retail
C01365,Customer 01365,Spain,Industrial
C01366,Customer 01366,Brazil,Retail
C01367,Customer 01367,Germany,Wholesale
C01368,Customer 01368,France,Retail
C01369,Customer 01369,Netherlands,Wholesale
C01370,Customer 01370,Spain,Retail
C01371,Customer 01371,Netherlands,Retail
C01372,Customer 01372,France,Retail
C01373,Customer 01373,France,Retail
C01374,Customer 01374,France,Retail
C01375,Customer 01375,Netherlands,Industrial
C01376,Customer 01376,Netherlands,Retail
C01377,Customer 01377,Netherlands,Retail
C01378,Customer 01378,Italy,Industrial
C01379,Customer 01379,Spain,Retail
C01380,Customer 01380,Spain,Retail
C01381,Customer 01381,Netherlands,Wholesale
C01382,Customer 01382,Germany,Industrial
C01383,Customer 01383,France,Wholesale
C01384,Customer 01384,Netherlands,Retail
C01385,Customer 01385,France,Industrial
C01386,Customer 01386,Germany,Retail
C01387,Customer 01387,Spain,Industrial
C01388,Customer 01388,Germany,Wholesale
C01389,Customer 01389,Netherlands,Industrial
C01390,Customer 01390,Netherlands,Retail
C01391,Customer 01391,Germany,Retail
C01392,Customer 01392,Spain,Wholesale
C01393,Customer 01393,Netherlands,Retail
C01394,Customer 01394,Italy,Retail
C01395,Customer 01395,Germany,Industrial
C01396,Customer 01396,Spain,Wholesale
C01397,Customer 01397,Spain,Retail
C01398,Customer 01398,Spain,Retail
C01399,Customer 01399,Brazil,Retail
C01400,Customer 01400,Germany,Retail
C01401,Customer 01401,Netherlands,Retail
C01402,Customer 01402,Germany,Wholesale
C01403,Customer 01403,Germany,Wholesale
C01404,Customer 01404,Germany,Retail
C01405,Customer 01405,Germany,Retail
C01406,Customer 01406,Brazil,Wholesale
C01407,Customer 01407,France,Wholesale
C01408,Customer 01408,Netherlands,Industrial
C01409,Customer 01409,Brazil,Retail
C01410,Customer 01410,Germany,Wholesale
C01411,Customer 01411,Brazil,Retail
C01412,Customer 01412,Spain,Retail
C01413,Customer 01413,Germany,Industrial
C01414,Customer 01414,Italy,Retail
C01415,Customer 01415,Spain,Retail
C01416,Customer 01416,Italy,Retail
C01417,Customer 01417,Spain,Retail
C01418,Customer 01418,France,Retail
C01419,Customer 01419,Netherlands,Wholesale
C01420,Customer 01420,France,Retail
C01421,Customer 01421,Netherlands,Retail
C01422,Customer 01422,Netherlands,Industrial
C01423,Customer 01423,Spain,Retail
C01424,Customer 01424,Italy,Industrial
C01425,Customer 01425,Germany,Retail
C01426,Customer 01426,Italy,Wholesale
C01427,Customer 01427,Italy,Retail
C01428,Customer 01428,Netherlands,Wholesale
C01429,Customer 01429,Germany,Retail
C01430,Customer 01430,Italy,Industrial
C01431,Customer 01431,France,Retail
C01432,Customer 01432,Germany,Wholesale
C01433,Customer 01433,Germany,Retail
C01434,Customer 01434,Spain,Retail
C01435,Customer 01435,Germany,Retail
C01436,Customer 01436,Brazil,Retail
C01437,Customer 01437,France,Retail
C01438,Customer 01438,Spain,Wholesale
C01439,Customer 01439,Germany,Retail
C01440,Customer 01440,Netherlands,Retail
C01441,Customer 01441,Italy,Retail
C01442,Customer 01442,Spain,Retail
C01443,Customer 01443,Netherlands,Retail
C01444,Customer 01444,France,Wholesale
C01445,Customer 01445,Brazil,Retail
C01446,Customer 01446,Brazil,Industrial
C01447,Customer 01447,Netherlands,Retail
C01448,Customer 01448,Netherlands,Retail
C01449,Customer 01449,Italy,Industrial
C01450,Customer 01450,Brazil,Retail
C01451,Customer 01451,Germany,Retail
C01452,Customer 01452,Brazil,Industrial
C01453,Customer 01453,Brazil,Industrial
C01454,Customer 01454,Germany,Wholesale
C01455,Customer 01455,Spain,Retail
C01456,Customer 01456,Brazil,Wholesale
C01457,Customer 01457,Netherlands,Industrial
C01458,Customer 01458,France,Industrial
C01459,Customer 01459,Germany,Retail
C01460,Customer 01460,Spain,Retail
C01461,Customer 01461,Italy,Retail
C01462,Customer 01462,Germany,Retail
C01463,Customer 01463,Brazil,Wholesale
C01464,Customer 01464,Brazil,Retail
C01465,Customer 01465,Netherlands,Retail
C01466,Customer 01466,Brazil,Retail
C01467,Customer 01467,Spain,Retail
C01468,Customer 01468,France,Retail
C01469,Customer 01469,Italy,Retail
C01470,Customer 01470,Brazil,Retail
C01471,Customer 01471,Netherlands,Industrial
C01472,Customer 01472,Italy,Retail
C01473,Customer 01473,France,Retail
C01474,Customer 01474,Germany,Retail
C01475,Customer 01475,Netherlands,Retail
C01476,Customer 01476,Germany,Retail
C01477,Customer 01477,France,Retail
C01478,Customer 01478,France,Retail
C01479,Customer 01479,Germany,Retail
C01480,Customer 01480,France,Wholesale
C01481,Customer 01481,Brazil,Retail
C01482,Customer 01482,Brazil,Retail
C01483,Customer 01483,Germany,Wholesale
C01484,Customer 01484,Brazil,Retail
C01485,Customer 01485,France,Retail
C01486,Customer 01486,Netherlands,Retail
C01487,Customer 01487,Brazil,Retail
C01488,Customer 01488,Brazil,Retail
C01489,Customer 01489,Brazil,Industrial
C01490,Customer 01490,Spain,Industrial
C01491,Customer 01491,Germany,Industrial
C01492,Customer 01492,France,Retail
C01493,Customer 01493,Brazil,Retail
C01494,Customer 01494,Germany,Retail
C01495,Customer 01495,France,Retail
C01496,Customer 01496,France,Retail
C01497,Customer 01497,Spain,Retail
C01498,Customer 01498,Italy,Retail
C01499,Customer 01499,France,Retail
C01500,Customer 01500,Netherlands,Retail
C01501,Customer 01501,Spain,Wholesale
C01502,Customer 01502,Germany,Retail
C01503,Customer 01503,Germany,Industrial
C01504,Customer 01504,Germany,Retail
C01505,Customer 01505,Spain,Retail
C01506,Customer 01506,Germany,Retail
C01507,Customer 01507,Netherlands,Retail
C01508,Customer 01508,France,Retail
C01509,Customer 01509,Netherlands,Retail
C01510,Customer 01510,Italy,Wholesale
C01511,Customer 01511,France,Retail
C01512,Customer 01512,Germany,Retail
C01513,Customer 01513,Italy,Industrial
C01514,Customer 01514,Germany,Retail
C01515,Customer 01515,Germany,Wholesale
C01516,Customer 01516,Netherlands,Retail
C01517,Customer 01517,France,Retail
C01518,Customer 01518,Brazil,Retail
C01519,Customer 01519,France,Retail
C01520,Customer 01520,France,Wholesale
C01521,Customer 01521,Netherlands,Retail
C01522,Customer 01522,Italy,Retail
C01523,Customer 01523,Germany,Retail
C01524,Customer 01524,Brazil,Industrial
C01525,Customer 01525,Spain,Wholesale
C01526,Customer 01526,Brazil,Industrial
C01527,Customer 01527,Germany,Wholesale
C01528,Customer 01528,Brazil,Wholesale
C01529,Customer 01529,Brazil,Retail
C01530,Customer 01530,Netherlands,Industrial
C01531,Customer 01531,Brazil,Retail
C01532,Customer 01532,Brazil,Retail
C01533,Customer 01533,Netherlands,Wholesale
C01534,Customer 01534,Germany,Retail
C01535,Customer 01535,Italy,Retail
C01536,Customer 01536,Brazil,Retail
C01537,Customer 01537,Brazil,Retail
C01538,Customer 01538,Brazil,Wholesale
C01539,Customer 01539,Italy,Retail
C01540,Customer 01540,Spain,Wholesale
C01541,Customer 01541,France,Retail
C01542,Customer 01542,Germany,Wholesale
C01543,Customer 01543,Brazil,Retail
C01544,Customer 01544,Spain,Industrial
C01545,Customer 01545,Germany,Retail
C01546,Customer 01546,Spain,Retail
C01547,Customer 01547,Italy,Retail
C01548,Customer 01548,Netherlands,Retail
C01549,Customer 01549,France,Retail
C01550,Customer 01550,Brazil,Wholesale
C01551,Customer 01551,Germany,Industrial
C01552,Customer 01552,Netherlands,Wholesale
C01553,Customer 01553,Spain,Retail
C01554,Customer 01554,Spain,Retail
C01555,Customer 01555,France,Wholesale
C01556,Customer 01556,Brazil,Wholesale
C01557,Customer 01557,Netherlands,Retail
C01558,Customer 01558,Italy,Industrial
C01559,Customer 01559,Netherlands,Retail
C01560,Customer 01560,Netherlands,Wholesale
C01561,Customer 01561,Germany,Industrial
C01562,Customer 01562,Germany,Wholesale
C01563,Customer 01563,Germany,Retail
C01564,Customer 01564,Netherlands,Wholesale
C01565,Customer 01565,Spain,Retail
C01566,Customer 01566,France,Wholesale
C01567,Customer 01567,Netherlands,Retail
C01568,Customer 01568,Spain,Wholesale
C01569,Customer 01569,Netherlands,Industrial
C01570,Customer 01570,Netherlands,Retail
C01571,Customer 01571,Brazil,Retail
C01572,Customer 01572,France,Wholesale
C01573,Customer 01573,Italy,Retail
C01574,Customer 01574,Italy,Retail
C01575,Customer 01575,Brazil,Retail
C01576,Customer 01576,Germany,Retail
C01577,Customer 01577,Spain,Wholesale
C01578,Customer 01578,Italy,Wholesale
C01579,Customer 01579,Brazil,Retail
C01580,Customer 01580,Spain,Retail
C01581,Customer 01581,Germany,Retail
C01582,Customer 01582,Germany,Retail
C01583,Customer 01583,Spain,Wholesale
C01584,Customer 01584,France,Retail
C01585,Customer 01585,Spain,Retail
C01586,Customer 01586,Germany,Industrial
C01587,Customer 01587,Italy,Retail
C01588,Customer 01588,Brazil,Wholesale
C01589,Customer 01589,Netherlands,Retail
C01590,Customer 01590,Brazil,Retail
C01591,Customer 01591,Italy,Retail
C01592,Customer 01592,France,Wholesale
C01593,Customer 01593,France,Wholesale
C01594,Customer 01594,Brazil,Retail
C01595,Customer 01595,Italy,Retail
C01596,Customer 01596,Brazil,Retail
C01597,Customer 01597,Spain,Wholesale
C01598,Customer 01598,Italy,Wholesale
C01599,Customer 01599,Netherlands,Wholesale
C01600,Customer 01600,Italy,Industrial
C01601,Customer 01601,Germany,Retail
C01602,Customer 01602,Italy,Wholesale
C01603,Customer 01603,Italy,Wholesale
C01604,Customer 01604,Germany,Retail
C01605,Customer 01605,Brazil,Industrial
C01606,Customer 01606,Netherlands,Retail
C01607,Customer 01607,Brazil,Wholesale
C01608,Customer 01608,Spain,Wholesale
C01609,Customer 01609,Germany,Industrial
C01610,Customer 01610,Brazil,Retail
C01611,Customer 01611,Italy,Retail
C01612,Customer 01612,Brazil,Wholesale
C01613,Customer 01613,Italy,Wholesale
C01614,Customer 01614,Italy,Retail
C01615,Customer 01615,Brazil,Wholesale
C01616,Customer 01616,Germany,Retail
C01617,Customer 01617,Italy,Wholesale
C01618,Customer 01618,Spain,Industrial
C01619,Customer 01619,Brazil,Retail
C01620,Customer 01620,Netherlands,Retail
C01621,Customer 01621,Germany,Industrial
C01622,Customer 01622,Brazil,Wholesale
C01623,Customer 01623,Netherlands,Industrial
C01624,Customer 01624,Brazil,Retail
C01625,Customer 01625,Spain,Industrial
C01626,Customer 01626,Netherlands,Retail
C01627,Customer 01627,Spain,Retail
C01628,Customer 01628,Spain,Retail
C01629,Customer 01629,France,Wholesale
C01630,Customer 01630,Brazil,Industrial
C01631,Customer 01631,Spain,Wholesale
C01632,Customer 01632,Netherlands,Wholesale
C01633,Customer 01633,Brazil,Retail
C01634,Customer 01634,Netherlands,Retail
C01635,Customer 01635,France,Retail
C01636,Customer 01636,Spain,Retail
C01637,Customer 01637,Brazil,Retail
C01638,Customer 01638,Spain,Industrial
C01639,Customer 01639,Germany,Wholesale
C01640,Customer 01640,Germany,Wholesale
C01641,Customer 01641,Italy,Retail
C01642,Customer 01642,Brazil,Retail
C01643,Customer 01643,France,Retail
C01644,Customer 01644,Spain,Retail
C01645,Customer 01645,Brazil,Retail
C01646,Customer 01646,Germany,Retail
C01647,Customer 01647,France,Retail
C01648,Customer 01648,Spain,Wholesale
C01649,Customer 01649,Netherlands,Retail
C01650,Customer 01650,Netherlands,Retail
C01651,Customer 01651,Germany,Retail
C01652,Customer 01652,Brazil,Retail
C01653,Customer 01653,Brazil,Retail
C01654,Customer 01654,Spain,Retail
C01655,Customer 01655,Brazil,Wholesale
C01656,Customer 01656,Germany,Retail
C01657,Customer 01657,Netherlands,Industrial
C01658,Customer 01658,Netherlands,Retail
C01659,Customer 01659,Netherlands,Retail
C01660,Customer 01660,Germany,Retail
C01661,Customer 01661,Spain,Retail
C01662,Customer 01662,Spain,Retail
C01663,Customer 01663,Germany,Industrial
C01664,Customer 01664,Spain,Retail
C01665,Customer 01665,Spain,Wholesale
C01666,Customer 01666,France,Retail
C01667,Customer 01667,Italy,Retail
C01668,Customer 01668,Italy,Retail
C01669,Customer 01669,Spain,Retail
C01670,Customer 01670,Italy,Retail
C01671,Customer 01671,Italy,Industrial
C01672,Customer 01672,Spain,Wholesale
C01673,Customer 01673,Germany,Industrial
C01674,Customer 01674,Italy,Retail
C01675,Customer 01675,Italy,Wholesale
C01676,Customer 01676,Netherlands,Wholesale
C01677,Customer 01677,Brazil,Wholesale
C01678,Customer 01678,France,Industrial
C01679,Customer 01679,Netherlands,Wholesale
C01680,Customer 01680,Spain,Industrial
C01681,Customer 01681,Netherlands,Wholesale
C01682,Customer 01682,Brazil,Retail
C01683,Customer 01683,Brazil,Wholesale
C01684,Customer 01684,Italy,Retail
C01685,Customer 01685,France,Industrial
C01686,Customer 01686,Spain,Wholesale
C01687,Customer 01687,France,Retail
C01688,Customer 01688,France,Retail
C01689,Customer 01689,Netherlands,Retail
C01690,Customer 01690,Brazil,Retail
C01691,Customer 01691,Italy,Retail
C01692,Customer 01692,Netherlands,Wholesale
C01693,Customer 01693,Spain,Wholesale
C01694,Customer 01694,France,Wholesale
C01695,Customer 01695,Brazil,Retail
C01696,Customer 01696,Italy,Retail
C01697,Customer 01697,France,Retail
C01698,Customer 01698,Brazil,Industrial
C01699,Customer 01699,France,Retail
C01700,Customer 01700,Netherlands,Retail
C01701,Customer 01701,Germany,Retail
C01702,Customer 01702,Germany,Wholesale
C01703,Customer 01703,Italy,Retail
C01704,Customer 01704,Germany,Wholesale
C01705,Customer 01705,Netherlands,Wholesale
C01706,Customer 01706,Netherlands,Wholesale
C01707,Customer 01707,Netherlands,Retail
C01708,Customer 01708,Netherlands,Retail
C01709,Customer 01709,Germany,Retail
C01710,Customer 01710,Germany,Retail
C01711,Customer 01711,France,Wholesale
C01712,Customer 01712,France,Retail
C01713,Customer 01713,Netherlands,Retail
C01714,Customer 01714,Italy,Retail
C01715,Customer 01715,Spain,Wholesale
C01716,Customer 01716,Netherlands,Retail
C01717,Customer 01717,Spain,Wholesale
C01718,Customer 01718,France,Retail
C01719,Customer 01719,France,Industrial
C01720,Customer 01720,Spain,Wholesale
C01721,Customer 01721,Brazil,Retail
C01722,Customer 01722,Italy,Retail
C01723,Customer 01723,Spain,Retail
C01724,Customer 01724,Italy,Retail
C01725,Customer 01725,Spain,Retail
C01726,Customer 01726,Italy,Industrial
C01727,Customer 01727,Netherlands,Wholesale
C01728,Customer 01728,Spain,Retail
C01729,Customer 01729,France,Wholesale
C01730,Customer 01730,Brazil,Retail
C01731,Customer 01731,Italy,Industrial
C01732,Customer 01732,Netherlands,Retail
C01733,Customer 01733,Italy,Wholesale
C01734,Customer 01734,Netherlands,Wholesale
C01735,Customer 01735,Netherlands,Retail
C01736,Customer 01736,Italy,Retail
C01737,Customer 01737,Spain,Retail
C01738,Customer 01738,Brazil,Industrial
C01739,Customer 01739,Brazil,Retail
C01740,Customer 01740,Germany,Wholesale
C01741,Customer 01741,France,Wholesale
C01742,Customer 01742,Italy,Wholesale
C01743,Customer 01743,France,Retail
C01744,Customer 01744,Brazil,Retail
C01745,Customer 01745,Germany,Wholesale
C01746,Customer 01746,Netherlands,Retail
C01747,Customer 01747,Netherlands,Industrial
C01748,Customer 01748,France,Retail
C01749,Customer 01749,Italy,Retail
C01750,Customer 01750,Italy,Wholesale
C01751,Customer 01751,Netherlands,Retail
C01752,Customer 01752,Netherlands,Retail
C01753,Customer 01753,Spain,Retail
C01754,Customer 01754,France,Retail
C01755,Customer 01755,Spain,Wholesale
C01756,Customer 01756,Germany,Retail
C01757,Customer 01757,France,Retail
C01758,Customer 01758,Spain,Retail
C01759,Customer 01759,Spain,Industrial
C01760,Customer 01760,Spain,Retail
C01761,Customer 01761,France,Industrial
C01762,Customer 01762,France,Industrial
C01763,Customer 01763,Brazil,Retail
C01764,Customer 01764,Spain,Wholesale
C01765,Customer 01765,Spain,Wholesale
C01766,Customer 01766,Netherlands,Retail
C01767,Customer 01767,Spain,Retail
C01768,Customer 01768,France,Wholesale
C01769,Customer 01769,Brazil,Wholesale
C01770,Customer 01770,Germany,Wholesale
C01771,Customer 01771,France,Industrial
C01772,Customer 01772,France,Retail
C01773,Customer 01773,France,Wholesale
C01774,Customer 01774,France,Industrial
C01775,Customer 01775,Italy,Retail
C01776,Customer 01776,Brazil,Retail
C01777,Customer 01777,Germany,Retail
C01778,Customer 01778,Brazil,Industrial
C01779,Customer 01779,Germany,Retail
C01780,Customer 01780,Italy,Wholesale
C01781,Customer 01781,Brazil,Retail
C01782,Customer 01782,France,Retail
C01783,Customer 01783,Brazil,Wholesale
C01784,Customer 01784,Netherlands,Retail
C01785,Customer 01785,Italy,Industrial
C01786,Customer 01786,Germany,Retail
C01787,Customer 01787,Germany,Industrial
C01788,Customer 01788,Brazil,Retail
C01789,Customer 01789,France,Industrial
C01790,Customer 01790,Italy,Wholesale
C01791,Customer 01791,Spain,Retail
C01792,Customer 01792,Netherlands,Retail
C01793,Customer 01793,France,Retail
C01794,Customer 01794,Germany,Wholesale
C01795,Customer 01795,France,Wholesale
C01796,Customer 01796,Germany,Retail
C01797,Customer 01797,Netherlands,Retail
C01798,Customer 01798,Germany,Wholesale
C01799,Customer 01799,France,Retail
C01800,Customer 01800,Spain,Wholesale
C01801,Customer 01801,Brazil,Retail
C01802,Customer 01802,France,Wholesale
C01803,Customer 01803,France,Industrial
C01804,Customer 01804,Germany,Retail
C01805,Customer 01805,Brazil,Retail
C01806,Customer 01806,Brazil,Retail
C01807,Customer 01807,Brazil,Wholesale
C01808,Customer 01808,France,Retail
C01809,Customer 01809,Brazil,Industrial
C01810,Customer 01810,Netherlands,Wholesale
C01811,Customer 01811,Germany,Retail
C01812,Customer 01812,Spain,Wholesale
C01813,Customer 01813,Italy,Retail
C01814,Customer 01814,France,Wholesale
C01815,Customer 01815,Netherlands,Retail
C01816,Customer 01816,Brazil,Wholesale
C01817,Customer 01817,Germany,Industrial
C01818,Customer 01818,Germany,Wholesale
C01819,Customer 01819,Brazil,Industrial
C01820,Customer 01820,Germany,Retail
C01821,Customer 01821,Germany,Wholesale
C01822,Customer 01822,Italy,Wholesale
C01823,Customer 01823,Germany,Wholesale
C01824,Customer 01824,Netherlands,Retail
C01825,Customer 01825,Italy,Retail
C01826,Customer 01826,Netherlands,Wholesale
C01827,Customer 01827,Brazil,Retail
C01828,Customer 01828,Netherlands,Wholesale
C01829,Customer 01829,Spain,Wholesale
C01830,Customer 01830,Netherlands,Industrial
C01831,Customer 01831,France,Retail
C01832,Customer 01832,Netherlands,Industrial
C01833,Customer 01833,Spain,Retail
C01834,Customer 01834,Brazil,Retail
C01835,Customer 01835,France,Wholesale
C01836,Customer 01836,Brazil,Retail
C01837,Customer 01837,Netherlands,Retail
C01838,Customer 01838,Germany,Retail
C01839,Customer 01839,Germany,Retail
C01840,Customer 01840,Spain,Wholesale
C01841,Customer 01841,France,Retail
C01842,Customer 01842,Brazil,Retail
C01843,Customer 01843,Italy,Wholesale
C01844,Customer 01844,Netherlands,Retail
C01845,Customer 01845,Italy,Wholesale
C01846,Customer 01846,Spain,Industrial
C01847,Customer 01847,France,Wholesale
C01848,Customer 01848,Spain,Industrial
C01849,Customer 01849,Spain,Retail
C01850,Customer 01850,Brazil,Wholesale
C01851,Customer 01851,Brazil,Retail
C01852,Customer 01852,Germany,Retail
C01853,Customer 01853,France,Wholesale
C01854,Customer 01854,Brazil,Retail
C01855,Customer 01855,Brazil,Industrial
C01856,Customer 01856,Netherlands,Wholesale
C01857,Customer 01857,France,Industrial
C01858,Customer 01858,Spain,Retail
C01859,Customer 01859,Spain,Retail
C01860,Customer 01860,Italy,Wholesale
C01861,Customer 01861,Italy,Retail
C01862,Customer 01862,Germany,Retail
C01863,Customer 01863,Netherlands,Wholesale
C01864,Customer 01864,France,Industrial
C01865,Customer 01865,Netherlands,Wholesale
C01866,Customer 01866,France,Retail
C01867,Customer 01867,Brazil,Retail
C01868,Customer 01868,Italy,Wholesale
C01869,Customer 01869,Brazil,Retail
C01870,Customer 01870,Italy,Retail
C01871,Customer 01871,Brazil,Retail
C01872,Customer 01872,Germany,Retail
C01873,Customer 01873,Spain,Retail
C01874,Customer 01874,Netherlands,Retail
C01875,Customer 01875,France,Wholesale
C01876,Customer 01876,Brazil,Retail
C01877,Customer 01877,Germany,Wholesale
C01878,Customer 01878,Netherlands,Retail
C01879,Customer 01879,Italy,Industrial
C01880,Customer 01880,Brazil,Retail
C01881,Customer 01881,France,Retail
C01882,Customer 01882,Germany,Retail
C01883,Customer 01883,Germany,Retail
C01884,Customer 01884,Netherlands,Retail
C01885,Customer 01885,Spain,Wholesale
C01886,Customer 01886,Germany,Industrial
C01887,Customer 01887,Spain,Retail
C01888,Customer 01888,France,Retail
C01889,Customer 01889,Brazil,Wholesale
C01890,Customer 01890,France,Wholesale
C01891,Customer 01891,Germany,Retail
C01892,Customer 01892,Germany,Wholesale
C01893,Customer 01893,Netherlands,Retail
C01894,Customer 01894,Italy,Wholesale
C01895,Customer 01895,Brazil,Retail
C01896,Customer 01896,Netherlands,Retail
C01897,Customer 01897,Spain,Retail
C01898,Customer 01898,Netherlands,Wholesale
C01899,Customer 01899,Italy,Retail
C01900,Customer 01900,France,Wholesale
C01901,Customer 01901,Spain,Wholesale
C01902,Customer 01902,Spain,Wholesale
C01903,Customer 01903,Italy,Retail
C01904,Customer 01904,Germany,Retail
C01905,Customer 01905,Germany,Retail
C01906,Customer 01906,Germany,Wholesale
C01907,Customer 01907,Germany,Industrial
C01908,Customer 01908,Brazil,Retail
C01909,Customer 01909,Brazil,Industrial
C01910,Customer 01910,Netherlands,Retail
C01911,Customer 01911,Brazil,Retail
C01912,Customer 01912,Netherlands,Retail
C01913,Customer 01913,Brazil,Wholesale
C01914,Customer 01914,Italy,Retail
C01915,Customer 01915,Germany,Retail
