delivery_id,order_id,promised_delivery_date,actual_delivery_date,transport_cost,delivery_status
D0002095,O0002095,2025-02-11,2025-02-14,68.57,Delivered
D0002096,O0002096,2025-01-23,2025-01-20,57.28,Delivered
D0002097,O0002097,2025-02-21,2025-02-21,86.72,Delivered
D0002098,O0002098,2025-05-21,2025-05-22,139.05,Delivered
D0002099,O0002099,2025-03-09,2025-03-14,38.47,Delivered
D0002100,O0002100,2025-04-03,2025-04-07,38.5,Delivered
D0002101,O0002101,2025-05-01,2025-04-30,72.75,Delivered
D0002102,O0002102,2025-04-25,2025-04-29,96.31,Delivered
D0002103,O0002103,2025-01-09,2025-01-18,32.83,Delivered
D0002104,O0002104,2025-02-21,2025-02-25,100.09,Delivered
D0002105,O0002105,2025-12-19,2025-12-28,31.33,Delivered
D0002106,O0002106,2025-09-11,2025-09-04,164.63,Delivered
D0002107,O0002107,2025-02-20,2025-02-26,73.54,Delivered
D0002108,O0002108,2025-04-22,2025-04-18,54.57,Delivered
D0002109,O0002109,2025-05-27,2025-06-03,87.54,Delivered
D0002110,O0002110,2025-12-04,2025-12-10,47.45,Delivered
D0002111,O0002111,2025-11-26,2025-11-21,120.14,Delivered
D0002112,O0002112,2025-10-15,2025-10-15,49.02,Delivered
D0002113,O0002113,2025-02-18,2025-02-17,57.84,Delivered
D0002114,O0002114,2025-07-07,2025-07-05,154.46,Delivered
D0002115,O0002115,2025-07-04,2025-07-06,224.44,Delivered
D0002116,O0002116,2025-08-25,2025-09-03,53.15,Delivered
D0002117,O0002117,2025-11-15,2025-11-06,49.99,Delivered
D0002118,O0002118,2025-05-02,2025-05-05,35.64,In Transit
D0002119,O0002119,2025-08-02,2025-07-26,46.67,In Transit
D0002120,O0002120,2025-04-11,2025-04-14,66.33,In Transit
D0002121,O0002121,2025-03-24,2025-03-20,34.54,Delivered
D0002122,O0002122,2025-05-03,2025-05-06,37.53,Delivered
D0002123,O0002123,2025-09-30,2025-09-27,72.01,Delivered
D0002124,O0002124,2025-06-13,2025-06-20,171.26,Delivered
D0002125,O0002125,2025-09-14,2025-09-12,53.04,Delivered
D0002126,O0002126,2025-09-18,2025-09-23,67.53,Delivered
D0002127,O0002127,2025-05-23,2025-05-23,81.25,In Transit
D0002128,O0002128,2025-12-23,2025-12-21,35.44,Delivered
D0002129,O0002129,2025-01-24,2025-01-28,41.86,Delivered
D0002130,O0002130,2025-11-29,2025-12-04,53.74,In Transit
D0002131,O0002131,2025-01-10,2025-01-18,71.45,Delivered
D0002132,O0002132,2025-05-28,2025-05-31,67.73,Delivered
D0002133,O0002133,2025-11-01,2025-11-04,63.54,Delivered
D0002134,O0002134,2025-09-17,2025-09-08,23.93,Delivered
D0002135,O0002135,2025-05-05,2025-05-01,82.35,Delivered
D0002136,O0002136,2025-11-27,2025-11-28,55.45,Delivered
D0002137,O0002137,2025-02-26,2025-03-07,231.58,Delivered
D0002138,O0002138,2025-09-06,2025-09-05,86.37,Delivered
D0002139,O0002139,2025-07-14,2025-07-13,320.99,Delivered
D0002140,O0002140,2025-03-20,2025-03-27,139.92,Delivered
D0002141,O0002141,2025-12-06,2025-12-11,96.89,Delivered
D0002142,O0002142,2025-10-15,2025-10-12,79.02,Delivered
D0002143,O0002143,2025-01-14,2025-01-12,511.82,Delivered
D0002144,O0002144,2025-02-10,2025-02-05,36.04,Delivered
D0002145,O0002145,2025-01-25,2025-01-22,32.0,Delivered
D0002146,O0002146,2025-06-11,2025-06-02,107.37,Delivered
D0002147,O0002147,2025-06-08,2025-06-14,139.8,Delivered
D0002148,O0002148,2025-09-30,2025-10-01,43.1,Delivered
D0002149,O0002149,2025-09-12,2025-09-12,33.02,Delivered
D0002150,O0002150,2025-01-11,2025-01-07,348.69,Delivered
D0002151,O0002151,2025-06-28,2025-07-07,49.28,Delivered
D0002152,O0002152,2025-10-18,2025-10-28,56.5,Delivered
D0002153,O0002153,2025-11-27,2025-11-25,148.52,Delivered
D0002154,O0002154,2025-04-22,2025-04-20,28.15,Delivered
D0002155,O0002155,2025-01-27,2025-01-19,62.92,Delivered
D0002156,O0002156,2025-03-03,2025-03-12,48.37,Delivered
D0002157,O0002157,2025-05-14,2025-05-18,240.17,Delivered
D0002158,O0002158,2025-06-19,2025-06-12,143.18,In Transit
D0002159,O0002159,2025-05-14,2025-05-17,52.52,Delivered
D0002160,O0002160,2025-02-13,2025-02-04,105.29,In Transit
D0002161,O0002161,2025-05-11,2025-05-07,264.91,In Transit
D0002162,O0002162,2025-04-21,2025-04-22,35.6,Delivered
D0002163,O0002163,2025-07-03,2025-07-10,247.08,Delivered
D0002164,O0002164,2025-02-06,2025-02-07,130.1,Delivered
D0002165,O0002165,2025-10-23,2025-10-18,44.09,Delivered
D0002166,O0002166,2025-06-07,2025-06-11,26.29,Delivered
D0002167,O0002167,2025-05-07,2025-05-04,59.36,Delivered
D0002168,O0002168,2025-11-30,2025-11-28,92.3,In Transit
D0002169,O0002169,2025-10-07,2025-10-01,36.96,Delivered
D0002170,O0002170,2025-02-24,2025-03-02,41.73,In Transit
D0002171,O0002171,2025-03-02,2025-02-24,62.48,In Transit
D0002172,O0002172,2025-01-04,2025-01-15,18.34,Delivered
D0002173,O0002173,2025-07-28,2025-08-04,42.13,Delivered
D0002174,O0002174,2025-05-15,2025-05-25,27.99,Delivered
D0002175,O0002175,2025-05-27,2025-05-28,48.55,Delivered
D0002176,O0002176,2025-07-12,2025-07-14,90.18,Delivered
D0002177,O0002177,2025-07-22,2025-07-26,41.71,Delivered
D0002178,O0002178,2025-01-10,2025-01-03,75.35,Delivered
D0002179,O0002179,2025-02-16,2025-02-13,92.96,Delivered
D0002180,O0002180,2025-10-26,2025-10-30,60.54,Delivered
D0002181,O0002181,2025-12-19,2025-12-24,73.74,Delivered
D0002182,O0002182,2025-11-10,2025-11-09,21.11,In Transit
D0002183,O0002183,2025-12-03,2025-11-29,344.04,Cancelled
D0002184,O0002184,2025-06-28,2025-06-21,44.59,Cancelled
D0002185,O0002185,2025-11-01,2025-10-30,64.8,Delivered
D0002186,O0002186,2025-11-27,2025-11-28,34.37,Delivered
D0002187,O0002187,2025-11-25,2025-12-02,58.47,Delivered
D0002188,O0002188,2025-03-06,2025-03-06,65.0,Delivered
D0002189,O0002189,2025-02-28,2025-03-09,72.12,Delivered
D0002190,O0002190,2025-06-04,2025-06-10,24.44,Delivered
D0002191,O0002191,2025-07-09,2025-07-15,40.87,Delivered
D0002192,O0002192,2025-12-26,2025-12-19,43.51,Delivered
D0002193,O0002193,2025-05-04,2025-04-28,57.34,Cancelled
D0002194,O0002194,2025-11-03,2025-11-12,47.9,Delivered
D0002195,O0002195,2025-11-27,2025-11-23,95.73,Delivered
D0002196,O0002196,2025-12-27,2025-12-28,120.89,Delivered
D0002197,O0002197,2025-03-21,2025-03-20,164.35,In Transit
D0002198,O0002198,2025-04-07,2025-04-08,71.22,In Transit
D0002199,O0002199,2025-03-31,2025-03-27,93.48,Delivered
D0002200,O0002200,2025-10-05,2025-10-09,52.58,Delivered
D0002201,O0002201,2025-09-11,2025-09-17,71.78,In Transit
D0002202,O0002202,2025-06-08,2025-06-02,263.18,Delivered
D0002203,O0002203,2025-02-09,2025-02-12,156.31,Delivered
D0002204,O0002204,2025-07-17,2025-07-15,24.41,Delivered
D0002205,O0002205,2025-10-02,2025-10-02,37.16,In Transit
D0002206,O0002206,2025-07-02,2025-07-03,89.43,Delivered
D0002207,O0002207,2025-04-14,2025-04-22,100.1,In Transit
D0002208,O0002208,2025-08-14,2025-08-17,116.61,Delivered
D0002209,O0002209,2025-09-08,2025-09-08,53.01,Cancelled
D0002210,O0002210,2025-08-13,2025-08-07,37.95,Delivered
D0002211,O0002211,2025-11-18,2025-11-18,85.43,Cancelled
D0002212,O0002212,2025-04-30,2025-05-02,76.87,Delivered
D0002213,O0002213,2025-08-15,2025-08-15,53.26,Delivered
D0002214,O0002214,2025-11-16,2025-11-21,28.78,Delivered
D0002215,O0002215,2025-03-22,2025-03-28,140.28,In Transit
D0002216,O0002216,2025-04-16,2025-04-20,52.11,Cancelled
D0002217,O0002217,2025-01-25,2025-01-25,48.23,Delivered
D0002218,O0002218,2025-05-24,2025-05-21,39.81,Delivered
D0002219,O0002219,2025-01-21,2025-01-20,148.34,Delivered
D0002220,O0002220,2025-10-09,2025-10-08,163.85,In Transit
D0002221,O0002221,2025-02-08,2025-02-17,112.05,Delivered
D0002222,O0002222,2025-09-13,2025-09-18,59.49,Delivered
D0002223,O0002223,2025-08-04,2025-08-02,45.75,Delivered
D0002224,O0002224,2025-12-31,2026-01-11,48.09,In Transit
D0002225,O0002225,2025-05-12,2025-05-22,327.33,In Transit
D0002226,O0002226,2025-05-15,2025-05-15,58.73,Delivered
D0002227,O0002227,2025-04-03,2025-04-08,75.53,In Transit
D0002228,O0002228,2025-07-19,2025-07-21,52.23,In Transit
D0002229,O0002229,2025-03-26,2025-04-03,97.37,In Transit
D0002230,O0002230,2025-02-18,2025-02-25,108.44,Delivered
D0002231,O0002231,2025-12-20,2025-12-27,38.21,Delivered
D0002232,O0002232,2025-09-13,2025-09-18,36.99,In Transit
D0002233,O0002233,2025-02-17,2025-02-23,50.62,Delivered
D0002234,O0002234,2025-08-21,2025-08-16,67.26,Delivered
D0002235,O0002235,2025-05-02,2025-04-29,71.84,Delivered
D0002236,O0002236,2025-03-12,2025-03-18,22.14,Delivered
D0002237,O0002237,2025-06-27,2025-07-07,138.48,Delivered
D0002238,O0002238,2025-10-24,2025-10-29,35.78,Delivered
D0002239,O0002239,2025-01-09,2025-01-07,127.87,In Transit
D0002240,O0002240,2025-05-15,2025-05-12,83.14,Delivered
D0002241,O0002241,2025-12-07,2025-12-05,111.32,Delivered
D0002242,O0002242,2025-06-02,2025-05-31,30.34,Delivered
D0002243,O0002243,2025-02-10,2025-02-14,28.94,Delivered
D0002244,O0002244,2025-06-09,2025-06-12,44.09,Delivered
D0002245,O0002245,2025-09-13,2025-09-18,70.69,Delivered
D0002246,O0002246,2026-01-02,2025-12-31,51.24,Delivered
D0002247,O0002247,2025-08-26,2025-08-22,38.08,In Transit
D0002248,O0002248,2025-01-23,2025-01-22,103.86,Delivered
D0002249,O0002249,2025-11-02,2025-11-06,27.49,Delivered
D0002250,O0002250,2025-10-15,2025-10-17,86.77,Delivered
D0002251,O0002251,2025-08-29,2025-09-01,327.72,Delivered
D0002252,O0002252,2025-11-28,2025-12-05,35.54,Delivered
D0002253,O0002253,2025-10-14,2025-10-09,189.44,In Transit
D0002254,O0002254,2025-04-05,2025-03-27,378.42,Delivered
D0002255,O0002255,2025-06-11,2025-06-10,55.8,Delivered
D0002256,O0002256,2025-07-09,2025-07-13,36.34,Delivered
D0002257,O0002257,2025-07-07,2025-07-09,45.77,Delivered
D0002258,O0002258,2025-08-26,2025-08-23,40.89,Delivered
D0002259,O0002259,2025-09-21,2025-09-29,68.22,Delivered
D0002260,O0002260,2025-02-15,2025-02-15,68.89,Delivered
D0002261,O0002261,2025-08-06,2025-08-10,65.84,In Transit
D0002262,O0002262,2025-01-23,2025-01-20,47.24,Delivered
D0002263,O0002263,2025-07-12,2025-07-14,54.01,Delivered
D0002264,O0002264,2025-06-14,2025-06-19,63.17,In Transit
D0002265,O0002265,2025-03-22,2025-03-19,433.98,Delivered
D0002266,O0002266,2025-12-31,2026-01-09,42.69,Delivered
D0002267,O0002267,2025-04-08,2025-04-16,84.42,Delivered
D0002268,O0002268,2025-01-29,2025-01-22,57.8,Delivered
D0002269,O0002269,2025-05-19,2025-05-24,30.49,Delivered
D0002270,O0002270,2025-10-11,2025-10-06,58.94,In Transit
D0002271,O0002271,2025-01-07,2025-01-08,172.84,Delivered
D0002272,O0002272,2025-07-09,2025-07-09,39.16,Delivered
D0002273,O0002273,2025-06-07,2025-06-09,56.76,Delivered
D0002274,O0002274,2025-11-23,2025-11-16,37.6,Delivered
D0002275,O0002275,2025-01-08,2025-01-15,31.02,Delivered
D0002276,O0002276,2025-01-16,2025-01-14,103.3,Delivered
D0002277,O0002277,2025-08-02,2025-08-09,36.58,Delivered
D0002278,O0002278,2025-03-17,2025-03-15,103.78,Delivered
D0002279,O0002279,2025-09-20,2025-09-16,45.0,Delivered
D0002280,O0002280,2025-04-18,2025-04-22,56.23,Delivered
D0002281,O0002281,2025-07-28,2025-08-08,68.03,Cancelled
D0002282,O0002282,2025-01-18,2025-01-28,45.27,Delivered
D0002283,O0002283,2025-09-18,2025-09-12,32.08,Delivered
D0002284,O0002284,2025-07-18,2025-07-19,31.04,Delivered
D0002285,O0002285,2025-01-05,2025-01-15,83.18,Delivered
D0002286,O0002286,2025-04-11,2025-04-11,50.9,Delivered
D0002287,O0002287,2025-01-30,2025-02-04,32.71,Delivered
D0002288,O0002288,2025-01-26,2025-01-29,121.78,Delivered
D0002289,O0002289,2025-09-15,2025-09-22,200.29,Delivered
D0002290,O0002290,2025-06-11,2025-06-09,37.73,Delivered
D0002291,O0002291,2025-10-26,2025-10-28,73.05,Delivered
D0002292,O0002292,2025-04-13,2025-04-08,23.5,Delivered
D0002293,O0002293,2025-09-25,2025-09-23,75.24,Delivered
D0002294,O0002294,2025-08-21,2025-08-27,85.82,In Transit
D0002295,O0002295,2025-09-09,2025-09-08,81.09,In Transit
D0002296,O0002296,2025-11-05,2025-10-31,34.67,Delivered
D0002297,O0002297,2025-09-20,2025-09-26,73.03,Delivered
D0002298,O0002298,2025-10-08,2025-10-12,64.85,Delivered
D0002299,O0002299,2025-10-03,2025-10-04,100.02,In Transit
D0002300,O0002300,2025-06-20,2025-06-21,43.65,Delivered
D0002301,O0002301,2025-09-27,2025-09-24,112.26,In Transit
D0002302,O0002302,2025-11-14,2025-11-07,146.82,Delivered
D0002303,O0002303,2025-10-05,2025-10-06,31.29,Delivered
D0002304,O0002304,2025-08-14,2025-08-19,54.65,Delivered
D0002305,O0002305,2025-02-06,2025-02-11,38.6,Delivered
D0002306,O0002306,2025-06-18,2025-06-12,103.08,Delivered
D0002307,O0002307,2025-02-02,2025-02-05,98.95,Delivered
D0002308,O0002308,2025-02-10,2025-02-09,181.07,Delivered
D0002309,O0002309,2025-05-20,2025-05-26,48.25,Delivered
D0002310,O0002310,2025-06-25,2025-07-02,32.14,Delivered
D0002311,O0002311,2025-07-15,2025-07-20,29.81,Delivered
D0002312,O0002312,2025-12-04,2025-12-09,32.58,Delivered
D0002313,O0002313,2025-10-16,2025-10-20,110.51,Delivered
D0002314,O0002314,2025-06-07,2025-06-11,83.39,In Transit
D0002315,O0002315,2025-05-12,2025-05-13,75.32,Delivered
D0002316,O0002316,2025-09-22,2025-09-23,26.45,Delivered
D0002317,O0002317,2025-04-15,2025-04-12,54.18,Delivered
D0002318,O0002318,2025-11-26,2025-11-26,39.77,Delivered
D0002319,O0002319,2025-10-19,2025-10-22,91.69,Delivered
D0002320,O0002320,2025-09-14,2025-09-11,39.61,Delivered
D0002321,O0002321,2025-04-09,2025-04-04,106.36,Delivered
D0002322,O0002322,2025-08-19,2025-08-26,80.3,In Transit
D0002323,O0002323,2025-11-06,2025-11-07,25.85,Delivered
D0002324,O0002324,2025-01-31,2025-01-28,111.67,Delivered
D0002325,O0002325,2025-03-15,2025-03-11,104.41,In Transit
D0002326,O0002326,2025-07-13,2025-07-15,49.47,Delivered
D0002327,O0002327,2025-05-15,2025-05-13,208.55,In Transit
D0002328,O0002328,2025-09-25,2025-09-27,43.66,In Transit
D0002329,O0002329,2025-06-05,2025-06-07,27.41,Delivered
D0002330,O0002330,2026-01-04,2026-01-07,36.77,Delivered
D0002331,O0002331,2025-04-27,2025-04-23,58.1,Delivered
D0002332,O0002332,2025-05-17,2025-05-18,39.57,Delivered
D0002333,O0002333,2025-01-09,2025-01-12,36.21,In Transit
D0002334,O0002334,2025-04-10,2025-04-07,146.71,In Transit
D0002335,O0002335,2025-04-05,2025-04-08,33.85,In Transit
D0002336,O0002336,2025-10-15,2025-10-11,54.92,In Transit
D0002337,O0002337,2025-05-14,2025-05-14,295.22,Delivered
D0002338,O0002338,2025-03-25,2025-03-17,127.16,In Transit
D0002339,O0002339,2025-04-30,2025-05-01,35.99,Delivered
D0002340,O0002340,2025-07-29,2025-08-04,30.17,Delivered
D0002341,O0002341,2025-10-24,2025-10-16,74.49,Delivered
D0002342,O0002342,2025-12-30,2026-01-08,47.09,Delivered
D0002343,O0002343,2025-01-25,2025-01-30,42.12,Delivered
D0002344,O0002344,2025-11-12,2025-11-11,49.17,Delivered
D0002345,O0002345,2025-06-01,2025-06-06,48.7,Delivered
D0002346,O0002346,2025-10-31,2025-10-27,31.19,Cancelled
D0002347,O0002347,2025-01-17,2025-01-25,41.48,In Transit
D0002348,O0002348,2025-08-21,2025-09-01,,Delivered
D0002349,O0002349,2025-12-13,2025-12-16,85.67,Delivered
D0002350,O0002350,2025-01-18,2025-01-20,330.7,Delivered
D0002351,O0002351,2025-10-21,2025-10-17,24.84,Delivered
D0002352,O0002352,2025-02-15,2025-02-25,160.71,Delivered
D0002353,O0002353,2026-01-02,2026-01-01,118.74,Delivered
D0002354,O0002354,2025-10-07,2025-10-04,144.24,Delivered
D0002355,O0002355,2025-12-07,2025-12-08,35.88,Delivered
D0002356,O0002356,2025-12-01,2025-11-27,75.78,Cancelled
D0002357,O0002357,2025-05-01,2025-05-04,53.8,Delivered
D0002358,O0002358,2025-06-05,2025-06-14,58.36,Delivered
D0002359,O0002359,2025-09-15,2025-09-23,24.66,Delivered
D0002360,O0002360,2025-03-08,2025-03-15,70.12,In Transit
D0002361,O0002361,2025-04-25,2025-04-27,133.65,Delivered
D0002362,O0002362,2025-02-11,2025-02-08,64.2,Delivered
D0002363,O0002363,2025-11-24,2025-11-27,42.25,Cancelled
D0002364,O0002364,2025-04-04,2025-04-07,176.22,Delivered
D0002365,O0002365,2025-06-06,2025-06-09,157.84,Delivered
D0002366,O0002366,2025-06-21,2025-06-22,81.76,In Transit
D0002367,O0002367,2025-05-22,2025-05-26,47.32,Delivered
D0002368,O0002368,2025-10-17,2025-10-25,67.41,In Transit
D0002369,O0002369,2025-12-05,2025-12-15,112.77,Delivered
D0002370,O0002370,2025-08-04,2025-08-11,87.73,Delivered
D0002371,O0002371,2025-11-09,2025-11-14,88.14,Delivered
D0002372,O0002372,2025-02-15,2025-02-18,122.79,Delivered
D0002373,O0002373,2025-12-24,2026-01-03,47.22,Delivered
D0002374,O0002374,2025-02-21,2025-02-15,81.98,Delivered
D0002375,O0002375,2025-02-01,2025-01-27,104.2,In Transit
D0002376,O0002376,2025-01-16,2025-01-12,86.08,Delivered
D0002377,O0002377,2025-04-07,2025-04-11,52.65,Delivered
D0002378,O0002378,2025-11-12,2025-11-09,76.36,Delivered
D0002379,O0002379,2025-04-28,2025-05-03,137.82,Delivered
D0002380,O0002380,2025-10-21,2025-10-25,116.19,Delivered
D0002381,O0002381,2025-06-11,2025-06-18,57.16,Delivered
D0002382,O0002382,2025-02-12,2025-02-05,27.41,Delivered
D0002383,O0002383,2025-07-02,2025-06-26,43.61,Delivered
D0002384,O0002384,2025-04-05,2025-04-08,53.17,In Transit
D0002385,O0002385,2025-04-21,2025-04-22,37.48,Delivered
D0002386,O0002386,2025-07-13,2025-07-11,141.57,Delivered
D0002387,O0002387,2025-10-24,2025-10-28,45.71,Delivered
D0002388,O0002388,2025-08-10,2025-08-05,75.04,In Transit
D0002389,O0002389,2025-04-01,2025-03-31,78.59,Delivered
D0002390,O0002390,2025-09-26,2025-09-21,72.93,Delivered
D0002391,O0002391,2025-09-20,2025-09-16,36.86,Delivered
D0002392,O0002392,2025-03-31,2025-04-06,27.66,Delivered
D0002393,O0002393,2025-11-15,2025-11-14,56.48,Delivered
D0002394,O0002394,2025-11-14,2025-11-14,59.32,In Transit
D0002395,O0002395,2025-08-14,2025-08-11,111.82,Delivered
D0002396,O0002396,2025-04-29,2025-04-21,92.21,Delivered
D0002397,O0002397,2025-05-17,2025-05-18,44.15,Delivered
D0002398,O0002398,2025-06-17,2025-06-21,33.2,Delivered
D0002399,O0002399,2025-03-14,2025-03-22,49.39,Delivered
D0002400,O0002400,2025-05-02,2025-04-26,229.17,Delivered
D0002401,O0002401,2025-02-27,2025-02-25,230.28,Delivered
D0002402,O0002402,2025-03-04,2025-03-13,60.23,Delivered
D0002403,O0002403,2025-10-07,2025-09-30,79.76,Delivered
D0002404,O0002404,2025-02-26,2025-02-27,39.41,Delivered
D0002405,O0002405,2025-06-24,2025-06-24,59.38,Delivered
D0002406,O0002406,2025-06-12,2025-06-09,64.9,Delivered
D0002407,O0002407,2025-01-26,2025-01-22,105.44,Delivered
D0002408,O0002408,2025-11-06,2025-11-12,54.8,Delivered
D0002409,O0002409,2026-01-05,2026-01-09,83.09,Delivered
D0002410,O0002410,2025-08-26,2025-08-27,128.29,Delivered
D0002411,O0002411,2025-09-12,2025-09-15,39.62,Delivered
D0002412,O0002412,2025-04-04,2025-04-02,180.69,Delivered
D0002413,O0002413,2025-11-09,2025-11-15,59.67,Delivered
D0002414,O0002414,2025-10-21,2025-10-28,82.82,Delivered
D0002415,O0002415,2025-06-17,2025-06-22,69.74,Delivered
D0002416,O0002416,2025-09-25,2025-09-29,193.48,Delivered
D0002417,O0002417,2025-12-20,2025-12-30,30.32,Delivered
D0002418,O0002418,2025-08-16,2025-08-14,23.91,Delivered
D0002419,O0002419,2025-03-17,2025-03-24,74.31,Delivered
D0002420,O0002420,2025-05-11,2025-05-06,69.37,Delivered
D0002421,O0002421,2025-03-15,2025-03-23,51.55,In Transit
D0002422,O0002422,2025-05-08,2025-05-09,34.6,In Transit
D0002423,O0002423,2025-11-27,2025-11-28,153.04,Delivered
D0002424,O0002424,2025-03-21,2025-03-24,94.74,Delivered
D0002425,O0002425,2025-12-02,2025-12-04,220.96,Delivered
D0002426,O0002426,2025-04-21,2025-04-30,93.29,Delivered
D0002427,O0002427,2025-07-12,2025-07-07,136.5,Delivered
D0002428,O0002428,2025-07-17,2025-07-27,71.06,Delivered
D0002429,O0002429,2025-02-22,2025-02-22,88.11,Cancelled
D0002430,O0002430,2025-03-19,2025-03-14,163.52,Delivered
D0002431,O0002431,2025-04-30,2025-05-04,79.82,Delivered
D0002432,O0002432,2025-01-31,2025-01-23,65.29,Delivered
D0002433,O0002433,2025-10-08,2025-10-04,60.93,In Transit
D0002434,O0002434,2025-07-24,2025-07-27,43.27,Delivered
D0002435,O0002435,2025-11-09,2025-11-12,137.14,In Transit
D0002436,O0002436,2025-11-16,2025-11-22,27.43,Delivered
D0002437,O0002437,2025-05-15,2025-05-18,25.79,Delivered
D0002438,O0002438,2025-11-05,2025-11-06,80.02,Delivered
D0002439,O0002439,2025-02-01,2025-01-25,68.46,Delivered
D0002440,O0002440,2025-06-15,2025-06-07,63.88,Delivered
D0002441,O0002441,2025-09-04,2025-09-12,84.32,In Transit
D0002442,O0002442,2025-06-23,2025-06-27,44.33,In Transit
D0002443,O0002443,2025-10-05,2025-10-05,60.36,Delivered
D0002444,O0002444,2025-11-13,2025-11-14,35.5,Delivered
D0002445,O0002445,2025-06-07,2025-06-08,48.9,Delivered
D0002446,O0002446,2025-04-18,2025-04-17,114.2,Delivered
D0002447,O0002447,2025-08-06,2025-08-14,37.77,In Transit
D0002448,O0002448,2025-11-19,2025-11-16,202.08,Delivered
D0002449,O0002449,2026-01-01,2026-01-07,82.49,Delivered
D0002450,O0002450,2025-11-03,2025-10-31,52.3,Delivered
D0002451,O0002451,2025-04-07,2025-04-10,71.41,Delivered
D0002452,O0002452,2025-03-25,2025-03-17,33.28,Delivered
D0002453,O0002453,2025-08-05,2025-08-04,45.03,Delivered
D0002454,O0002454,2025-06-02,2025-06-04,54.28,Delivered
D0002455,O0002455,2025-08-21,2025-08-16,73.64,Delivered
D0002456,O0002456,2025-12-10,2025-12-19,37.35,Delivered
D0002457,O0002457,2025-07-26,2025-08-04,38.88,Delivered
D0002458,O0002458,2025-05-19,2025-05-16,34.28,In Transit
D0002459,O0002459,2025-11-21,2025-11-16,50.54,In Transit
D0002460,O0002460,2025-06-14,2025-06-17,73.36,Delivered
D0002461,O0002461,2025-08-16,2025-08-11,208.16,Delivered
D0002462,O0002462,2025-02-23,2025-03-02,107.09,Delivered
D0002463,O0002463,2025-07-11,2025-07-11,40.6,Delivered
D0002464,O0002464,2025-06-12,2025-06-07,69.36,In Transit
D0002465,O0002465,2025-02-21,2025-02-16,56.3,Delivered
D0002466,O0002466,2025-03-24,2025-03-24,91.24,Delivered
D0002467,O0002467,2025-09-17,2025-09-15,72.42,Delivered
D0002468,O0002468,2025-03-14,2025-03-20,109.58,Delivered
D0002469,O0002469,2025-02-28,2025-02-19,110.23,Delivered
D0002470,O0002470,2025-01-30,2025-01-28,38.72,Delivered
D0002471,O0002471,2025-01-15,2025-01-16,47.05,In Transit
D0002472,O0002472,2025-06-18,2025-06-15,41.97,Delivered
D0002473,O0002473,2025-07-02,2025-06-29,179.01,In Transit
D0002474,O0002474,2025-08-23,2025-08-31,40.2,Delivered
D0002475,O0002475,2025-08-03,2025-07-30,49.34,Delivered
D0002476,O0002476,2025-07-19,2025-07-21,86.31,Delivered
D0002477,O0002477,2026-01-03,2026-01-12,33.29,Delivered
D0002478,O0002478,2025-04-05,2025-04-09,79.06,Delivered
D0002479,O0002479,2025-09-23,2025-09-20,38.59,Delivered
D0002480,O0002480,2025-02-02,2025-02-03,115.3,In Transit
D0002481,O0002481,2025-11-10,2025-11-21,48.39,Delivered
D0002482,O0002482,2025-05-19,2025-05-26,83.83,Delivered
D0002483,O0002483,2025-05-14,2025-05-12,116.35,Delivered
D0002484,O0002484,2025-02-24,2025-02-25,250.16,Delivered
D0002485,O0002485,2025-07-08,2025-07-20,55.35,Delivered
D0002486,O0002486,2025-06-03,2025-06-03,131.74,Delivered
D0002487,O0002487,2025-12-30,2025-12-29,47.31,Delivered
D0002488,O0002488,2025-03-13,2025-03-09,102.56,Delivered
D0002489,O0002489,2025-06-12,2025-06-14,38.5,Delivered
D0002490,O0002490,2025-11-28,2025-12-01,48.04,Delivered
D0002491,O0002491,2025-10-30,2025-11-05,288.82,Delivered
D0002492,O0002492,2025-10-15,2025-10-08,65.85,Delivered
D0002493,O0002493,2025-07-17,2025-07-23,65.42,Delivered
D0002494,O0002494,2025-11-19,2025-11-20,69.91,Delivered
D0002495,O0002495,2025-03-31,2025-04-02,73.04,Delivered
D0002496,O0002496,2025-11-01,2025-10-28,59.93,Delivered
D0002497,O0002497,2025-08-08,2025-08-12,27.99,Delivered
D0002498,O0002498,2025-05-18,2025-05-12,53.74,Delivered
D0002499,O0002499,2025-03-25,2025-04-01,106.84,Delivered
D0002500,O0002500,2025-07-16,2025-07-23,88.61,In Transit
D0002501,O0002501,2025-01-08,2025-01-11,136.31,Delivered
D0002502,O0002502,2025-09-22,2025-09-30,43.96,Delivered
D0002503,O0002503,2025-04-03,2025-03-31,152.55,Delivered
D0002504,O0002504,2025-05-30,2025-05-30,43.38,Delivered
D0002505,O0002505,2025-03-20,2025-03-23,91.24,Cancelled
D0002506,O0002506,2025-06-28,2025-06-28,68.57,Delivered
D0002507,O0002507,2025-05-20,2025-05-29,50.67,Delivered
D0002508,O0002508,2025-03-19,2025-03-22,33.27,Delivered
D0002509,O0002509,2025-12-01,2025-11-24,99.87,Delivered
D0002510,O0002510,2025-10-08,2025-10-09,38.16,Delivered
D0002511,O0002511,2025-05-27,2025-05-27,96.89,Delivered
D0002512,O0002512,2025-01-27,2025-02-03,68.1,Delivered
D0002513,O0002513,2025-11-14,2025-11-18,39.65,Delivered
D0002514,O0002514,2025-09-19,2025-09-13,346.03,Delivered
D0002515,O0002515,2025-07-27,2025-08-04,29.44,Delivered
D0002516,O0002516,2025-08-18,2025-08-16,60.85,Delivered
