product_id,product_name,category,unit_price
P0722,Product 0722,Packaging,138.77
P0723,Product 0723,Spare Parts,21.41
P0724,Product 0724,Automotive,36.21
P0725,Product 0725,Packaging,38.57
P0726,Product 0726,Automotive,40.93
P0727,Product 0727,Spare Parts,30.04
P0728,Product 0728,Machinery,28.1
P0729,Product 0729,Automotive,26.32
P0730,Product 0730,Packaging,16.39
P0731,Product 0731,Packaging,30.81
P0732,Product 0732,Machinery,101.5
P0733,Product 0733,Electronics,57.25
P0734,Product 0734,Automotive,30.35
P0735,Product 0735,Spare Parts,44.66
P0736,Product 0736,Automotive,13.35
P0737,Product 0737,Spare Parts,20.44
P0738,Product 0738,Machinery,47.63
P0739,Product 0739,Packaging,69.48
P0740,Product 0740,Packaging,14.3
P0741,Product 0741,Spare Parts,17.49
P0742,Product 0742,Automotive,112.95
P0743,Product 0743,Spare Parts,26.24
P0744,Product 0744,Automotive,87.91
P0745,Product 0745,Spare Parts,28.35
P0746,Product 0746,Electronics,29.15
P0747,Product 0747,Spare Parts,19.81
P0748,Product 0748,Automotive,47.46
P0749,Product 0749,Machinery,63.46
P0750,Product 0750,Machinery,11.89
P0751,Product 0751,Spare Parts,19.17
P0752,Product 0752,Automotive,46.55
P0753,Product 0753,Automotive,22.41
P0754,Product 0754,Packaging,17.37
P0755,Product 0755,Automotive,49.73
P0756,Product 0756,Packaging,53.11
P0757,Product 0757,Automotive,17.91
P0758,Product 0758,Spare Parts,28.46
P0759,Product 0759,Machinery,10.53
P0760,Product 0760,Spare Parts,13.11
P0761,Product 0761,Automotive,26.76
P0762,Product 0762,Electronics,25.08
P0763,Product 0763,Machinery,12.47
P0764,Product 0764,Automotive,14.86
P0765,Product 0765,Automotive,11.64
P0766,Product 0766,Electronics,33.74
P0767,Product 0767,Packaging,6.19
P0768,Product 0768,Packaging,12.08
P0769,Product 0769,Automotive,6.66
P0770,Product 0770,Automotive,32.89
P0771,Product 0771,Packaging,6.95
P0772,Product 0772,Electronics,25.08
P0773,Product 0773,Packaging,77.3
P0774,Product 0774,Electronics,79.15
P0775,Product 0775,Electronics,6.93
P0776,Product 0776,Electronics,30.23
P0777,Product 0777,Electronics,12.28
P0778,Product 0778,Packaging,10.64
P0779,Product 0779,Machinery,22.66
P0780,Product 0780,Packaging,57.96
P0781,Product 0781,Automotive,37.33
P0782,Product 0782,Machinery,14.87
P0783,Product 0783,Machinery,40.19
P0784,Product 0784,Spare Parts,5.1
P0785,Product 0785,Machinery,14.48
P0786,Product 0786,Automotive,13.78
P0787,Product 0787,Packaging,25.92
P0788,Product 0788,Automotive,21.29
P0789,Product 0789,Spare Parts,22.22
P0790,Product 0790,Electronics,21.71
P0791,Product 0791,Packaging,24.92
P0792,Product 0792,Packaging,35.81
P0793,Product 0793,Machinery,27.24
P0794,Product 0794,Machinery,20.1
P0795,Product 0795,Automotive,32.5
P0796,Product 0796,Automotive,43.74
P0797,Product 0797,Packaging,16.62
P0798,Product 0798,Spare Parts,23.53
P0799,Product 0799,Spare Parts,55.33
P0800,Product 0800,Electronics,11.34
P0801,Product 0801,Electronics,86.77
P0802,Product 0802,Electronics,9.61
P0803,Product 0803,Packaging,19.26
P0804,Product 0804,Packaging,12.61
P0805,Product 0805,Packaging,113.47
P0806,Product 0806,Spare Parts,17.25
P0807,Product 0807,Electronics,17.28
P0808,Product 0808,Packaging,18.92
P0809,Product 0809,Machinery,26.23
P0810,Product 0810,Spare Parts,19.49
P0811,Product 0811,Electronics,22.35
P0812,Product 0812,Automotive,2.07
P0813,Product 0813,Electronics,25.53
P0814,Product 0814,Packaging,24.84
P0815,Product 0815,Spare Parts,50.75
P0816,Product 0816,Spare Parts,61.33
P0817,Product 0817,Automotive,21.51
P0818,Product 0818,Machinery,43.44
P0819,Product 0819,Automotive,11.35
P0820,Product 0820,Electronics,41.98
P0821,Product 0821,Spare Parts,16.43
P0822,Product 0822,Spare Parts,10.71
P0823,Product 0823,Automotive,21.54
P0824,Product 0824,Automotive,65.39
P0825,Product 0825,Packaging,27.85
P0826,Product 0826,Machinery,69.93
P0827,Product 0827,Machinery,14.53
P0828,Product 0828,Spare Parts,51.09
P0829,Product 0829,Spare Parts,15.54
P0830,Product 0830,Spare Parts,28.72
P0831,Product 0831,Packaging,28.55
P0832,Product 0832,Spare Parts,38.98
P0833,Product 0833,Packaging,29.24
P0834,Product 0834,Spare Parts,14.62
P0835,Product 0835,Machinery,45.43
P0836,Product 0836,Automotive,82.45
P0837,Product 0837,Spare Parts,16.3
P0838,Product 0838,Spare Parts,6.79
P0839,Product 0839,Electronics,34.8
P0840,Product 0840,Machinery,19.46
P0841,Product 0841,Machinery,22.38
P0842,Product 0842,Packaging,36.21
P0843,Product 0843,Packaging,17.82
P0844,Product 0844,Electronics,20.32
P0845,Product 0845,Spare Parts,22.87
P0846,Product 0846,Spare Parts,68.64
P0847,Product 0847,Spare Parts,25.05
P0848,Product 0848,Machinery,10.33
P0849,Product 0849,Automotive,10.62
P0850,Product 0850,Spare Parts,27.04
P0851,Product 0851,Automotive,11.13
P0852,Product 0852,Automotive,8.22
P0853,Product 0853,Electronics,38.28
P0854,Product 0854,Automotive,39.61
P0855,Product 0855,Packaging,18.96
P0856,Product 0856,Machinery,30.13
P0857,Product 0857,Electronics,27.99
P0858,Product 0858,Automotive,37.4
P0859,Product 0859,Electronics,37.46
P0860,Product 0860,Packaging,3.96
P0861,Product 0861,Packaging,20.73
P0862,Product 0862,Electronics,35.25
P0863,Product 0863,Automotive,18.41
P0864,Product 0864,Machinery,25.16
P0865,Product 0865,Packaging,41.49
P0866,Product 0866,Automotive,25.96
P0867,Product 0867,Packaging,70.5
P0868,Product 0868,Automotive,53.99
P0869,Product 0869,Electronics,22.58
P0870,Product 0870,Packaging,21.36
P0871,Product 0871,Automotive,3.34
P0872,Product 0872,Electronics,19.52
P0873,Product 0873,Automotive,9.51
P0874,Product 0874,Electronics,28.64
P0875,Product 0875,Packaging,27.3
P0876,Product 0876,Electronics,39.93
P0877,Product 0877,Automotive,65.21
P0878,Product 0878,Electronics,24.09
P0879,Product 0879,Automotive,121.06
P0880,Product 0880,Packaging,28.87
P0881,Product 0881,Spare Parts,9.8
P0882,Product 0882,Automotive,16.55
P0883,Product 0883,Packaging,18.9
P0884,Product 0884,Electronics,37.13
P0885,Product 0885,Automotive,12.64
P0886,Product 0886,Packaging,19.91
P0887,Product 0887,Electronics,21.92
P0888,Product 0888,Machinery,17.93
P0889,Product 0889,Machinery,43.29
P0890,Product 0890,Machinery,38.43
P0891,Product 0891,Automotive,55.51
P0892,Product 0892,Electronics,19.46
P0893,Product 0893,Packaging,56.93
P0894,Product 0894,Spare Parts,9.44
P0895,Product 0895,Automotive,9.28
P0896,Product 0896,Machinery,10.49
P0897,Product 0897,Spare Parts,24.69
P0898,Product 0898,Electronics,56.92
P0899,Product 0899,Machinery,16.09
P0900,Product 0900,Spare Parts,17.57
P0901,Product 0901,Spare Parts,21.09
P0902,Product 0902,Packaging,36.63
P0903,Product 0903,Packaging,17.56
P0904,Product 0904,Packaging,16.89
P0905,Product 0905,Electronics,9.57
P0906,Product 0906,Spare Parts,16.44
P0907,Product 0907,Automotive,55.94
P0908,Product 0908,Automotive,26.14
P0909,Product 0909,Packaging,14.62
P0910,Product 0910,Spare Parts,58.28
P0911,Product 0911,Spare Parts,16.29
P0912,Product 0912,Packaging,66.29
P0913,Product 0913,Electronics,65.53
P0914,Product 0914,Electronics,25.51
P0915,Product 0915,Machinery,8.59
P0916,Product 0916,Electronics,121.83
P0917,Product 0917,Machinery,32.17
P0918,Product 0918,Automotive,19.56
P0919,Product 0919,Electronics,47.91
P0920,Product 0920,Spare Parts,40.11
P0921,Product 0921,Packaging,61.42
P0922,Product 0922,Automotive,15.43
P0923,Product 0923,Electronics,30.66
P0924,Product 0924,Electronics,10.7
P0925,Product 0925,Electronics,39.11
P0926,Product 0926,Packaging,24.14
P0927,Product 0927,Spare Parts,29.87
P0928,Product 0928,Packaging,22.14
P0929,Product 0929,Machinery,20.58
P0930,Product 0930,Automotive,13.36
P0931,Product 0931,Automotive,42.66
P0932,Product 0932,Spare Parts,69.6
P0933,Product 0933,Packaging,16.62
P0934,Product 0934,Machinery,36.14
P0935,Product 0935,Machinery,33.2
P0936,Product 0936,Spare Parts,24.67
P0937,Product 0937,Spare Parts,8.43
P0938,Product 0938,Automotive,9.86
P0939,Product 0939,Electronics,14.2
P0940,Product 0940,Automotive,5.49
P0941,Product 0941,Electronics,65.73
P0942,Product 0942,Packaging,31.73
P0943,Product 0943,Electronics,24.02
P0944,Product 0944,Automotive,5.3
P0945,Product 0945,Machinery,6.84
P0946,Product 0946,Machinery,24.49
P0947,Product 0947,Packaging,97.45
P0948,Product 0948,Automotive,15.04
P0949,Product 0949,Electronics,44.91
P0950,Product 0950,Packaging,17.53
P0951,Product 0951,Packaging,25.5
P0952,Product 0952,Spare Parts,57.41
P0953,Product 0953,Spare Parts,19.26
P0954,Product 0954,Spare Parts,15.13
P0955,Product 0955,Machinery,66.2
P0956,Product 0956,Spare Parts,25.33
P0957,Product 0957,Machinery,52.66
P0958,Product 0958,Spare Parts,15.19
P0959,Product 0959,Electronics,65.67
P0960,Product 0960,Machinery,29.71
P0961,Product 0961,Packaging,33.26
P0962,Product 0962,Electronics,26.9
P0963,Product 0963,Automotive,17.22
P0964,Product 0964,Spare Parts,24.5
P0965,Product 0965,Machinery,18.0
P0966,Product 0966,Spare Parts,48.02
P0967,Product 0967,Electronics,21.28
P0968,Product 0968,Spare Parts,8.61
P0969,Product 0969,Packaging,7.57
P0970,Product 0970,Packaging,7.33
P0971,Product 0971,Packaging,37.81
P0972,Product 0972,Electronics,10.96
P0973,Product 0973,Spare Parts,30.27
P0974,Product 0974,Spare Parts,26.99
P0975,Product 0975,Packaging,23.45
P0976,Product 0976,Spare Parts,33.34
P0977,Product 0977,Spare Parts,27.41
P0978,Product 0978,Packaging,3.68
P0979,Product 0979,Machinery,19.56
P0980,Product 0980,Spare Parts,33.04
P0981,Product 0981,Automotive,77.34
P0982,Product 0982,Machinery,79.88
P0983,Product 0983,Spare Parts,9.45
P0984,Product 0984,Spare Parts,19.21
P0985,Product 0985,Electronics,8.2
P0986,Product 0986,Automotive,71.09
P0987,Product 0987,Electronics,49.85
P0988,Product 0988,Spare Parts,31.36
P0989,Product 0989,Machinery,27.56
P0990,Product 0990,Automotive,64.49
P0991,Product 0991,Automotive,57.28
P0992,Product 0992,Electronics,55.18
P0993,Product 0993,Electronics,33.77
P0994,Product 0994,Automotive,19.21
P0995,Product 0995,Machinery,41.97
P0996,Product 0996,Machinery,43.43
P0997,Product 0997,Automotive,21.47
P0998,Product 0998,Electronics,19.18
P0999,Product 0999,Packaging,54.23
P1000,Product 1000,Spare Parts,78.64
