order_id,order_date,customer_id,product_id,warehouse_id,supplier_id,carrier_id,quantity,unit_price,order_value,status
O0002364,2025-04-01,C00758,P0486,W08,S010,T08,27,73.41,1982.07,Delivered
O0002365,2025-05-30,C01409,P0385,W03,S013,T15,32,37.36,1195.52,Delivered
O0002366,2025-06-15,C04967,P0579,W09,S066,T06,48,21.14,1014.72,In Transit
O0002367,2025-05-18,C02351,P0188,W04,S018,T02,34,9.15,311.1,Delivered
O0002368,2025-10-11,C03618,P0080,W04,S065,T10,50,8.73,436.5,In Transit
O0002369,2025-11-30,C04116,P0862,W07,S027,T11,24,35.25,846.0,Delivered
O0002370,2025-07-29,C04781,P0833,W07,S035,T11,41,29.24,1198.84,Delivered
O0002371,2025-11-02,C00423,P0137,W03,S035,T09,12,41.34,496.08,Delivered
O0002372,2025-02-10,C01792,P0642,W10,S013,T11,47,40.84,1919.48,Delivered
O0002373,2025-12-19,C01163,P0980,W03,S010,T08,11,33.04,363.44,Delivered
O0002374,2025-02-12,C04070,P0764,W02,S041,T11,33,14.86,490.38,Delivered
O0002375,2025-01-25,C04385,P0910,W02,S009,T13,15,58.28,874.2,In Transit
O0002376,2025-01-09,C04345,P0870,W12,S030,T15,38,21.36,811.68,Delivered
O0002377,2025-03-30,C00587,P0062,W06,S007,T08,22,14.15,311.3,Delivered
O0002378,2025-11-02,C03355,P0168,W03,S018,T11,23,38.9,894.7,Delivered
O0002379,2025-04-20,C02584,P0497,W07,S024,T05,44,36.47,1604.68,Delivered
O0002380,2025-10-16,C03627,P0095,W02,S006,T14,45,16.97,763.65,Delivered
O0002381,2025-06-04,C00930,P0668,W01,S008,T14,6,70.22,421.32,Delivered
O0002382,2025-02-07,C00647,P0241,W08,S049,T15,40,3.23,129.2,Delivered
O0002383,2025-06-22,C01771,P0802,W02,S060,T03,44,9.61,422.84,Delivered
O0002384,2025-03-26,C01767,P0059,W05,S074,T06,38,10.38,394.44,In Transit
O0002385,2025-04-17,C03953,P0820,W11,S067,T15,3,41.98,125.94,Delivered
O0002386,2025-07-08,C00955,P0161,W07,S068,T07,46,21.59,993.14,Delivered
O0002387,2025-10-16,C04796,P0033,W08,S012,T11,12,29.72,356.64,Delivered
O0002388,2025-08-03,C00086,P0139,W05,S023,T01,39,22.2,865.8,In Transit
O0002389,2025-03-23,C02870,P0731,W12,S011,T09,34,30.81,1047.54,Delivered
O0002390,2025-09-19,C02651,P0962,W05,S062,T05,21,26.9,564.9,Delivered
O0002391,2025-09-12,C01810,P0010,W06,S015,T05,19,3.58,68.02,Delivered
O0002392,2025-03-28,C00558,P0071,W02,S003,T12,1,18.39,18.39,Delivered
O0002393,2025-11-07,C00401,P0896,W03,S016,T13,45,10.49,472.05,Delivered
O0002394,2025-11-04,C01383,P0757,W02,S059,T01,22,17.91,394.02,In Transit
O0002395,2025-08-09,C02008,P0841,W10,S044,T09,42,22.38,939.96,Delivered
O0002396,2025-04-19,C00952,P0863,W08,S041,T14,40,18.41,736.4,Delivered
O0002397,2025-05-10,C04070,P0445,W03,S056,T06,13,15.35,199.55,Delivered
O0002398,2025-06-10,C04867,P0775,W08,S017,T12,43,6.93,297.99,Delivered
O0002399,2025-03-10,C03784,P0880,W06,S060,T14,21,28.87,606.27,Delivered
O0002400,2025-04-22,C04136,P0568,W02,S031,T15,45,64.64,2908.8,Delivered
O0002401,2025-02-19,C01782,P0557,W06,S062,T04,47,45.22,2125.34,Delivered
O0002402,2025-02-26,C04307,P0375,W09,S048,T14,10,28.86,288.6,Delivered
O0002403,2025-09-29,C00850,P0869,W11,S026,T09,34,22.58,767.72,Delivered
O0002404,2025-02-16,C03009,P0070,W07,S054,T10,8,40.39,323.12,Delivered
O0002405,2025-06-21,C02719,P0542,W05,S048,T09,25,29.99,749.75,Delivered
O0002406,2025-06-06,C02392,P0765,W03,S034,T14,47,11.64,547.08,Delivered
O0002407,2025-01-17,C04161,P0015,W10,S075,T13,49,24.82,1216.18,Delivered
O0002408,2025-10-31,C01688,P0587,W09,S019,T10,32,20.95,670.4,Delivered
O0002409,2025-12-26,C02812,P0498,W09,S021,T12,31,30.58,947.98,Delivered
O0002410,2025-08-22,C02314,P0221,W11,S049,T01,29,47.53,1378.37,Delivered
O0002411,2025-09-03,C02709,P0320,W11,S018,T11,47,8.45,397.15,Delivered
O0002412,2025-03-26,C01717,P0601,W02,S051,T15,47,26.5,1245.5,Delivered
O0002413,2025-11-05,C03534,P0078,W07,S051,T14,13,71.14,924.82,Delivered
O0002414,2025-10-14,C02957,P0364,W06,S077,T10,32,18.39,588.48,Delivered
O0002415,2025-06-09,C00647,P0951,W06,S009,T15,16,25.5,408.0,Delivered
O0002416,2025-09-15,C02212,P0631,W04,S035,T07,41,41.45,1699.45,Delivered
O0002417,2025-12-15,C03094,P0975,W06,S070,T05,8,23.45,187.6,Delivered
O0002418,2025-08-09,C00481,P0550,W04,S025,T02,10,4.61,46.1,Delivered
O0002419,2025-03-14,C00391,P0465,W04,S018,T04,18,34.35,618.3,Delivered
O0002420,2025-05-01,C02718,P0240,W06,S021,T03,16,31.66,506.56,Delivered
O0002421,2025-03-09,C00799,P0346,W11,S071,T03,10,21.67,216.7,In Transit
O0002422,2025-05-02,C02853,P0185,W06,S024,T07,7,27.06,189.42,In Transit
O0002423,2025-11-21,C00258,P0927,W08,S048,T02,46,29.87,1374.02,Delivered
O0002424,2025-03-11,C04273,P0259,W12,S046,T12,35,30.88,1080.8,Delivered
O0002425,2025-11-22,C03072,P0243,W06,S005,T04,35,53.02,1855.7,Delivered
O0002426,2025-04-15,C03169,P0510,W01,S073,T10,23,33.72,775.56,Delivered
O0002427,2025-07-02,C04821,P0990,W03,S052,T08,19,64.49,1225.31,Delivered
O0002428,2025-07-12,C03124,P0962,W01,S004,T01,50,26.9,1345.0,Delivered
O0002429,2025-02-15,C00742,P0483,W04,S044,T07,48,15.56,746.88,Cancelled
O0002430,2025-03-09,C04499,P0648,W05,S037,T04,43,34.93,1501.99,Delivered
O0002431,2025-04-22,C02353,P0365,W10,S017,T14,41,15.17,621.97,Delivered
O0002432,2025-01-22,C03355,P0862,W11,S075,T07,13,35.25,458.25,Delivered
O0002433,2025-10-03,C04470,P0765,W10,S032,T06,39,11.64,453.96,In Transit
O0002434,2025-07-19,C02367,P0202,W05,S052,T13,32,14.07,450.24,Delivered
O0002435,2025-11-05,C04251,P0932,W09,S050,T01,17,69.6,1183.2,In Transit
O0002436,2025-11-12,C04761,P0012,W04,S038,T11,1,11.88,11.88,Delivered
O0002437,2025-05-07,C02116,P0811,W12,S064,T15,3,22.35,67.05,Delivered
O0002438,2025-10-26,C00129,P0407,W09,S031,T06,15,37.12,556.8,Delivered
O0002439,2025-01-23,C03724,P0718,W05,S070,T14,49,18.01,882.49,Delivered
O0002440,2025-06-06,C04014,P0473,W02,S051,T03,21,40.38,847.98,Delivered
O0002441,2025-08-31,C00217,P0107,W08,S001,T01,24,21.9,525.6,In Transit
O0002442,2025-06-20,C04768,P0160,W02,S050,T01,26,12.76,331.76,In Transit
O0002443,2025-09-27,C03783,P0130,W04,S004,T06,50,14.68,734.0,Delivered
O0002444,2025-11-10,C00968,P0812,W02,S005,T06,12,2.07,24.84,Delivered
O0002445,2025-06-04,C03628,P0861,W12,S005,T10,24,20.73,497.52,Delivered
O0002446,2025-04-11,C03440,P0954,W06,S062,T12,48,15.13,726.24,Delivered
O0002447,2025-08-01,C02915,P0635,W08,S047,T13,39,12.29,479.31,In Transit
O0002448,2025-11-13,C02849,P0515,W11,S074,T03,47,39.96,1878.12,Delivered
O0002449,2025-12-27,C00572,P0687,W10,S055,T08,28,33.81,946.68,Delivered
O0002450,2025-10-25,C04693,P0312,W05,S063,T07,21,11.27,236.67,Delivered
O0002451,2025-03-31,C01482,P0726,W01,S009,T10,12,40.93,491.16,Delivered
O0002452,2025-03-16,C01443,P0386,W03,S030,T05,1,81.03,81.03,Delivered
O0002453,2025-07-29,C00859,P0109,W10,S071,T08,43,11.37,488.91,Delivered
O0002454,2025-05-27,C01002,P0741,W09,S014,T12,16,17.49,279.84,Delivered
O0002455,2025-08-12,C00295,P0288,W09,S013,T01,23,26.31,605.13,Delivered
O0002456,2025-12-04,C04145,P0235,W02,S061,T05,21,17.6,369.6,Delivered
O0002457,2025-07-20,C04496,P0750,W01,S029,T08,13,11.89,154.57,Delivered
O0002458,2025-05-10,C00266,P0181,W08,S007,T02,5,23.32,116.6,In Transit
O0002459,2025-11-14,C00909,P0970,W07,S021,T13,49,7.33,359.17,In Transit
O0002460,2025-06-10,C02220,P0001,W03,S074,T02,42,10.15,426.3,Delivered
O0002461,2025-08-09,C01034,P0952,W03,S041,T06,40,57.41,2296.4,Delivered
O0002462,2025-02-19,C01000,P0234,W11,S032,T06,11,77.43,851.73,Delivered
O0002463,2025-07-05,C03504,P0132,W12,S028,T02,5,31.23,156.15,Delivered
O0002464,2025-06-05,C04396,P0247,W03,S048,T11,22,28.52,627.44,In Transit
O0002465,2025-02-14,C01611,P0548,W12,S036,T03,28,10.1,282.8,Delivered
O0002466,2025-03-19,C02600,P0796,W02,S048,T05,20,43.74,874.8,Delivered
O0002467,2025-09-14,C02025,P0110,W04,S057,T03,44,17.56,772.64,Delivered
O0002468,2025-03-07,C01875,P0017,W10,S057,T10,48,27.32,1311.36,Delivered
O0002469,2025-02-18,C00283,P0589,W05,S019,T03,31,34.41,1066.71,Delivered
O0002470,2025-01-22,C03536,P0576,W09,S034,T06,7,22.93,160.51,Delivered
O0002471,2025-01-10,C04634,P0599,W03,S035,T06,17,27.82,472.94,In Transit
O0002472,2025-06-08,C03797,P0036,W04,S051,T06,50,4.62,231.0,Delivered
O0002473,2025-06-28,C04983,P0195,W06,S011,T06,50,30.99,1549.5,In Transit
O0002474,2025-08-16,C04102,P0523,W07,S039,T03,18,14.26,256.68,Delivered
O0002475,2025-07-28,C01842,P0984,W12,S001,T10,20,19.21,384.2,Delivered
O0002476,2025-07-15,C04109,P0729,W12,S074,T12,35,26.32,921.2,Delivered
O0002477,2025-12-31,C01079,P0256,W03,S050,T02,12,12.58,150.96,Delivered
O0002478,2025-04-02,C01999,P0222,W05,S032,T08,30,46.56,1396.8,Delivered
O0002479,2025-09-17,C03529,P0874,W12,S080,T04,7,28.64,200.48,Delivered
O0002480,2025-01-30,C01441,P0070,W03,S007,T01,40,40.39,1615.6,In Transit
O0002481,2025-11-06,C03789,P0976,W01,S078,T05,19,33.34,633.46,Delivered
O0002482,2025-05-13,C00930,P0979,W02,S020,T05,31,19.56,606.36,Delivered
O0002483,2025-05-07,C00769,P0974,W10,S028,T11,29,26.99,782.71,Delivered
O0002484,2025-02-19,C03767,P0257,W05,S066,T12,43,59.97,2578.71,Delivered
O0002485,2025-07-05,C02435,P0726,W10,S021,T06,29,40.93,1186.97,Delivered
O0002486,2025-05-26,C04670,P0072,W09,S072,T05,40,35.26,1410.4,Delivered
O0002487,2025-12-22,C00978,P0769,W04,S036,T04,46,6.66,306.36,Delivered
O0002488,2025-03-06,C03575,P0971,W04,S008,T04,17,37.81,642.77,Delivered
O0002489,2025-06-02,C01169,P0336,W09,S079,T06,2,51.47,102.94,Delivered
O0002490,2025-11-25,C02365,P0451,W01,S049,T06,7,36.66,256.62,Delivered
O0002491,2025-10-22,C02469,P0389,W07,S075,T13,43,53.21,2288.03,Delivered
O0002492,2025-10-07,C04244,P0760,W10,S074,T06,33,13.11,432.63,Delivered
O0002493,2025-07-11,C01999,P0967,W09,S079,T07,18,21.28,383.04,Delivered
O0002494,2025-11-15,C01817,P0203,W05,S072,T08,45,21.53,968.85,Delivered
O0002495,2025-03-23,C02376,P0077,W06,S035,T07,50,25.6,1280.0,Delivered
O0002496,2025-10-23,C04890,P0515,W02,S015,T14,7,39.96,279.72,Delivered
O0002497,2025-07-31,C01922,P0501,W12,S068,T06,3,9.12,27.36,Delivered
O0002498,2025-05-08,C02747,P0572,W06,S034,T11,11,17.65,194.15,Delivered
O0002499,2025-03-21,C00366,P0245,W07,S063,T07,26,31.88,828.88,Delivered
O0002500,2025-07-10,C03018,P0072,W05,S003,T06,25,35.26,881.5,In Transit
O0002501,2025-01-02,C00382,P0174,W12,S057,T10,39,34.55,1347.45,Delivered
O0002502,2025-09-18,C00075,P0143,W12,S017,T08,11,18.37,202.07,Delivered
O0002503,2025-03-28,C01310,P0294,W12,S053,T14,45,85.17,3832.65,Delivered
O0002504,2025-05-23,C00953,P0764,W03,S044,T11,14,14.86,208.04,Delivered
O0002505,2025-03-12,C02615,P0789,W07,S063,T07,33,22.22,733.26,Cancelled
O0002506,2025-06-19,C01044,P0545,W08,S015,T01,33,28.99,956.67,Delivered
O0002507,2025-05-16,C01065,P0681,W11,S039,T14,49,22.59,1106.91,Delivered
O0002508,2025-03-10,C04444,P0679,W06,S063,T15,1,26.03,26.03,Delivered
O0002509,2025-11-21,C03128,P0470,W10,S011,T02,38,19.79,752.02,Delivered
O0002510,2025-10-05,C00055,P0166,W01,S015,T06,19,33.87,643.53,Delivered
O0002511,2025-05-22,C03809,P0437,W04,S057,T03,43,32.43,1394.49,Delivered
O0002512,2025-01-22,C03619,P0448,W01,S060,T14,10,61.45,614.5,Delivered
O0002513,2025-11-05,C04462,P0327,W07,S061,T06,9,9.91,89.19,Delivered
O0002514,2025-09-12,C02700,P0025,W06,S055,T07,42,104.43,4386.06,Delivered
O0002515,2025-07-22,C04719,P0760,W01,S056,T03,3,13.11,39.33,Delivered
O0002516,2025-08-09,C04702,P0101,W07,S027,T06,26,36.69,953.94,Delivered
O0002517,2025-01-03,C01824,P0145,W04,S035,T04,18,9.03,162.54,Delivered
O0002518,2025-06-22,C00400,P0866,W02,S078,T04,13,25.96,337.48,Delivered
O0002519,2025-03-10,C04716,P0228,W06,S024,T04,28,28.3,792.4,Delivered
O0002520,2025-08-26,C03274,P0986,W06,S005,T01,19,71.09,1350.71,Delivered
O0002521,2025-12-06,C04377,P0440,W10,S021,T02,2,18.39,36.78,Delivered
O0002522,2025-07-13,C00375,P0405,W12,S063,T07,42,24.54,1030.68,In Transit
O0002523,2025-08-09,C01579,P0172,W06,S009,T06,6,15.99,95.94,Delivered
O0002524,2025-09-01,C00004,P0705,W09,S049,T15,13,10.79,140.27,Delivered
O0002525,2025-12-06,C01850,P0561,W10,S057,T13,4,16.47,65.88,Delivered
O0002526,2025-01-14,C03763,P0369,W01,S051,T04,15,34.45,516.75,Delivered
O0002527,2025-04-24,C00840,P0305,W03,S061,T07,4,22.71,90.84,Delivered
O0002528,2025-04-08,C01874,P0719,W03,S044,T01,15,72.66,1089.9,Delivered
O0002529,2025-09-19,C04346,P0689,W09,S040,T09,8,18.37,146.96,Delivered
O0002530,2025-06-13,C01525,P0896,W04,S080,T09,15,10.49,157.35,Delivered
O0002531,2025-10-09,C02648,P0011,W11,S012,T15,15,38.63,579.45,Delivered
O0002532,2025-06-22,C02180,P0056,W01,S006,T06,7,11.84,82.88,Delivered
O0002533,2025-12-23,C01030,P0517,W03,S072,T15,23,6.69,153.87,Delivered
O0002534,2025-10-07,C04646,P0171,W06,S054,T08,37,82.34,3046.58,Delivered
O0002535,2025-01-07,C04047,P0986,W10,S012,T15,43,71.09,3056.87,In Transit
O0002536,2025-12-27,C01951,P0513,W09,S028,T15,36,100.56,3620.16,Delivered
O0002537,2025-12-14,C04252,P0808,W08,S061,T03,48,18.92,908.16,Delivered
O0002538,2025-01-16,C02487,P0807,W06,S042,T03,21,17.28,362.88,Delivered
O0002539,2025-05-23,C03199,P0122,W06,S042,T07,37,14.21,525.77,Delivered
O0002540,2025-12-21,C01467,P0492,W06,S006,T14,36,20.36,732.96,In Transit
O0002541,2025-11-02,C01972,P0328,W09,S011,T05,46,12.51,575.46,Delivered
O0002542,2025-06-20,C04632,P0651,W08,S066,T02,42,41.28,1733.76,Delivered
O0002543,2025-07-18,C01101,P0868,W09,S076,T03,6,53.99,323.94,Delivered
O0002544,2025-01-11,C02069,P0403,W02,S037,T14,34,12.92,439.28,Cancelled
O0002545,2025-07-26,C03832,P0070,W08,S072,T13,9,40.39,363.51,Cancelled
O0002546,2025-09-01,C01648,P0028,W12,S019,T09,4,36.12,144.48,Delivered
O0002547,2025-05-12,C03853,P0707,W08,S050,T13,2,19.6,39.2,Delivered
O0002548,2025-04-22,C01961,P0165,W09,S045,T01,49,25.87,1267.63,Delivered
O0002549,2025-10-30,C02555,P0076,W05,S020,T06,31,44.53,1380.43,In Transit
O0002550,2025-06-13,C04958,P0570,W09,S045,T15,14,46.71,653.94,In Transit
O0002551,2025-04-07,C03714,P0251,W09,S033,T07,18,15.76,283.68,Delivered
O0002552,2025-05-17,C04592,P0555,W12,S078,T06,7,13.78,96.46,Delivered
O0002553,2025-06-29,C00999,P0984,W03,S034,T15,29,19.21,557.09,Cancelled
O0002554,2025-04-05,C04174,P0374,W10,S052,T04,34,88.72,3016.48,Delivered
O0002555,2025-07-24,C02648,P0886,W02,S017,T05,15,19.91,298.65,Delivered
O0002556,2025-11-11,C03831,P0188,W01,S031,T09,28,9.15,256.2,Delivered
O0002557,2025-09-29,C01626,P0395,W12,S023,T13,17,31.74,539.58,In Transit
O0002558,2025-03-26,C03660,P0179,W10,S017,T06,3,31.52,94.56,Delivered
O0002559,2025-06-22,C04959,P0676,W10,S059,T10,35,26.24,918.4,Delivered
O0002560,2025-07-18,C02487,P0218,W08,S033,T12,16,17.37,277.92,In Transit
O0002561,2025-09-06,C02122,P0462,W07,S072,T09,17,10.74,182.58,In Transit
O0002562,2025-10-04,C02636,P0177,W05,S046,T03,6,24.66,147.96,Delivered
O0002563,2025-06-27,C01029,P0042,W10,S037,T02,36,32.36,1164.96,In Transit
O0002564,2025-04-25,C02808,P0997,W10,S074,T01,9,21.47,193.23,Delivered
O0002565,2025-08-29,C00981,P0838,W01,S077,T10,19,6.79,129.01,Delivered
O0002566,2025-02-15,C03460,P0700,W03,S045,T02,40,25.4,1016.0,Delivered
O0002567,2025-09-04,C04979,P0789,W05,S047,T15,22,22.22,488.84,Delivered
O0002568,2025-11-24,C03813,P0099,W10,S023,T07,23,14.58,335.34,Delivered
O0002569,2025-09-16,C04997,P0960,W03,S064,T13,14,29.71,415.94,Delivered
O0002570,2025-06-08,C02199,P0635,W06,S042,T15,33,12.29,405.57,In Transit
O0002571,2025-10-28,C03999,P0083,W08,S080,T04,8,9.32,74.56,Delivered
O0002572,2025-07-14,C02809,P0927,W10,S025,T08,50,29.87,1493.5,Delivered
O0002573,2025-07-17,C02403,P0203,W10,S040,T05,21,21.53,452.13,Delivered
O0002574,2025-11-08,C03162,P0268,W10,S033,T11,14,28.17,394.38,Delivered
O0002575,2025-03-12,C03330,P0290,W05,S004,T12,16,15.7,251.2,In Transit
O0002576,2025-10-12,C00250,P0178,W06,S078,T15,6,13.5,81.0,Delivered
O0002577,2025-09-06,C03510,P0617,W03,S026,T12,21,28.87,606.27,Delivered
O0002578,2025-07-13,C02631,P0646,W01,S002,T04,50,17.17,858.5,Delivered
O0002579,2025-01-29,C00652,P0961,W04,S028,T06,46,33.26,1529.96,Delivered
O0002580,2025-10-07,C00897,P0776,W01,S072,T06,28,30.23,846.44,Delivered
O0002581,2025-03-21,C00720,P0829,W07,S053,T01,37,15.54,574.98,Delivered
O0002582,2025-11-23,C04113,P0310,W06,S036,T07,27,17.68,477.36,Delivered
O0002583,2025-10-17,C01971,P0880,W01,S051,T14,32,28.87,923.84,Delivered
O0002584,2025-05-13,C02157,P0773,W07,S067,T08,2,77.3,154.6,In Transit
O0002585,2025-06-08,C01874,P0983,W02,S034,T11,37,9.45,349.65,Delivered
O0002586,2025-01-10,C03634,P0168,W04,S073,T08,36,38.9,1400.4,In Transit
O0002587,2025-07-01,C02341,P0741,W12,S050,T02,12,17.49,209.88,Delivered
O0002588,2025-01-22,C04954,P0775,W07,S007,T10,40,6.93,277.2,In Transit
O0002589,2025-12-27,C01514,P0505,W03,S036,T04,16,9.91,158.56,In Transit
O0002590,2025-08-22,C04758,P0637,W01,S073,T06,10,68.33,683.3,In Transit
O0002591,2025-03-27,C03090,P0213,W07,S051,T09,34,73.1,2485.4,Delivered
O0002592,2025-10-21,C03200,P0725,W12,S004,T05,9,38.57,347.13,In Transit
O0002593,2025-01-08,C03775,P0315,W11,S077,T05,25,29.28,732.0,Delivered
O0002594,2025-07-20,C04379,P0993,W11,S022,T10,48,33.77,1620.96,Delivered
O0002595,2025-02-10,C04357,P0619,W11,S020,T01,2,23.62,47.24,Delivered
O0002596,2025-01-20,C04466,P0029,W06,S016,T15,22,56.5,1243.0,Delivered
O0002597,2025-03-31,C02047,P0940,W01,S064,T04,27,5.49,148.23,Delivered
O0002598,2025-04-18,C03900,P0266,W06,S052,T01,11,40.28,443.08,Delivered
O0002599,2025-09-22,C01461,P0471,W03,S076,T07,9,12.24,110.16,Delivered
O0002600,2025-11-22,C02454,P0768,W04,S023,T13,40,12.08,483.2,Delivered
O0002601,2025-10-11,C00751,P0500,W03,S009,T10,47,35.28,1658.16,Delivered
O0002602,2025-09-28,C02156,P0458,W07,S075,T13,27,26.87,725.49,Delivered
O0002603,2025-07-26,C02802,P0528,W10,S004,T05,34,76.93,2615.62,Delivered
O0002604,2025-05-16,C04174,P0350,W08,S037,T10,12,12.02,144.24,Delivered
O0002605,2025-04-04,C00191,P0825,W01,S013,T10,28,27.85,779.8,Delivered
O0002606,2025-12-12,C02992,P0580,W09,S006,T07,3,30.95,92.85,Cancelled
O0002607,2025-07-10,C04288,P0652,W02,S079,T10,24,16.5,396.0,Delivered
O0002608,2025-07-25,C03881,P0923,W11,S038,T15,14,30.66,429.24,Delivered
O0002609,2025-01-06,C02385,P0501,W05,S003,T02,40,9.12,364.8,Delivered
O0002610,2025-06-17,C02050,P0029,W08,S043,T08,17,56.5,960.5,In Transit
O0002611,2025-09-06,C03046,P0609,W09,S015,T12,12,38.81,465.72,Delivered
O0002612,2025-06-30,C03519,P0226,W05,S037,T12,2,30.35,60.7,Delivered
O0002613,2025-08-13,C02001,P0154,W11,S006,T14,25,21.36,534.0,In Transit
O0002614,2025-10-23,C02726,P0980,W10,S035,T01,40,33.04,1321.6,Delivered
O0002615,2025-01-08,C00019,P0027,W02,S021,T03,10,29.89,298.9,Delivered
O0002616,2025-11-27,C01588,P0714,W08,S063,T13,37,32.56,1204.72,Delivered
O0002617,2025-10-26,C03945,P0336,W10,S073,T12,28,51.47,1441.16,Delivered
O0002618,2025-06-03,C02074,P0880,W10,S059,T06,44,28.87,1270.28,Delivered
O0002619,2025-10-06,C02369,P0979,W01,S076,T05,19,19.56,371.64,Delivered
O0002620,2025-01-25,C04694,P0125,W10,S017,T10,44,16.84,740.96,Delivered
O0002621,2025-04-23,C02033,P0658,W10,S067,T15,21,20.56,431.76,Delivered
O0002622,2025-02-09,C02183,P0105,W08,S072,T01,5,37.22,186.1,Delivered
O0002623,2025-08-20,C03795,P0084,W02,S035,T05,35,37.91,1326.85,In Transit
O0002624,2025-11-09,C04228,P0760,W03,S061,T10,30,13.11,393.3,Delivered
O0002625,2025-08-08,C01738,P0523,W06,S015,T14,39,14.26,556.14,Delivered
O0002626,2025-09-17,C00880,P0371,W10,S043,T15,35,15.22,532.7,In Transit
O0002627,2025-02-22,C03238,P0140,W02,S019,T01,5,8.92,44.6,Delivered
O0002628,2025-12-07,C00515,P0547,W11,S045,T04,48,44.11,2117.28,In Transit
O0002629,2025-03-12,C03629,P0705,W03,S037,T01,10,10.79,107.9,Delivered
O0002630,2025-07-12,C02411,P0936,W07,S042,T09,44,24.67,1085.48,Cancelled
O0002631,2025-09-07,C04913,P0578,W09,S058,T01,25,14.16,354.0,Delivered
O0002632,2025-11-09,C01501,P0947,W04,S018,T10,37,97.45,3605.65,Delivered
O0002633,2025-12-07,C03842,P0679,W11,S026,T11,26,26.03,676.78,Delivered
O0002634,2025-08-07,C00016,P0417,W07,S050,T15,26,13.03,338.78,In Transit
O0002635,2025-07-30,C00118,P0758,W09,S035,T15,22,28.46,626.12,Delivered
O0002636,2025-06-02,C02241,P0549,W12,S066,T15,16,14.44,231.04,Cancelled
O0002637,2025-07-27,C03125,P0411,W01,S019,T11,27,11.36,306.72,Delivered
O0002638,2025-09-04,C00834,P0061,W05,S027,T14,50,21.85,1092.5,Cancelled
O0002639,2025-08-25,C03082,P0252,W02,S023,T01,32,59.41,1901.12,Delivered
O0002640,2025-08-05,C03323,P0457,W11,S048,T06,3,23.76,71.28,In Transit
O0002641,2025-06-10,C00617,P0082,W03,S079,T10,7,9.31,65.17,Delivered
O0002642,2025-03-13,C04314,P0693,W12,S042,T09,27,69.52,1877.04,Delivered
O0002643,2025-01-20,C03752,P0935,W02,S074,T14,43,33.2,1427.6,In Transit
O0002644,2025-06-03,C01666,P0839,W02,S003,T08,8,34.8,278.4,Delivered
O0002645,2025-05-25,C01875,P0015,W02,S075,T11,34,24.82,843.88,Delivered
O0002646,2025-08-10,C01360,P0561,W08,S030,T11,22,16.47,362.34,Delivered
O0002647,2025-11-25,C03119,P0739,W12,S058,T10,12,69.48,833.76,Delivered
O0002648,2025-09-14,C03421,P0671,W09,S031,T10,8,28.28,226.24,In Transit
O0002649,2025-10-21,C01343,P0904,W10,S025,T04,11,16.89,185.79,Delivered
O0002650,2025-07-31,C02734,P0561,W11,S043,T04,38,16.47,625.86,In Transit
O0002651,2025-12-05,C00886,P0486,W09,S051,T15,40,73.41,2936.4,In Transit
O0002652,2025-12-09,C02060,P0986,W11,S010,T02,26,71.09,1848.34,Delivered
O0002653,2025-02-25,C01980,P0011,W08,S037,T13,15,38.63,579.45,Delivered
O0002654,2025-08-22,C01893,P0703,W05,S012,T06,11,23.9,262.9,In Transit
O0002655,2025-07-04,C01033,P0679,W10,S056,T02,49,26.03,1275.47,Delivered
O0002656,2025-12-21,C00118,P0130,W09,S018,T09,26,14.68,381.68,Delivered
O0002657,2025-08-02,C04934,P0231,W02,S059,T15,1,22.38,22.38,Delivered
O0002658,2025-01-06,C02020,P0849,W01,S024,T11,33,10.62,350.46,In Transit
O0002659,2025-03-18,C03635,P0297,W11,S051,T10,24,10.53,252.72,Delivered
O0002660,2025-02-17,C04310,P0405,W06,S006,T08,22,24.54,539.88,Delivered
O0002661,2025-03-15,C00188,P0554,W10,S037,T02,12,26.18,314.16,Delivered
O0002662,2025-02-04,C01992,P0354,W12,S056,T09,44,21.35,939.4,Delivered
O0002663,2025-10-13,C01923,P0160,W04,S061,T14,31,12.76,395.56,Delivered
O0002664,2025-06-30,C03175,P0097,W09,S042,T10,2,52.33,104.66,Delivered
O0002665,2025-09-03,C04565,P0339,W06,S008,T09,15,9.96,149.4,Delivered
O0002666,2025-12-31,C03384,P0338,W02,S040,T01,50,48.71,2435.5,Cancelled
O0002667,2025-08-25,C02979,P0664,W02,S067,T02,8,36.33,290.64,Delivered
O0002668,2025-06-24,C01136,P0783,W02,S078,T06,8,40.19,321.52,Delivered
O0002669,2025-04-08,C02425,P0693,W07,S008,T01,49,69.52,3406.48,Delivered
O0002670,2025-10-03,C03707,P0072,W09,S075,T13,3,35.26,105.78,In Transit
O0002671,2025-07-04,C02685,P0903,W07,S074,T05,35,17.56,614.6,Delivered
O0002672,2025-10-04,C03044,P0478,W04,S021,T12,33,21.63,713.79,Delivered
O0002673,2025-01-09,C01520,P0664,W09,S056,T08,31,36.33,1126.23,Delivered
O0002674,2025-03-01,C02337,P0660,W12,S052,T03,13,37.49,487.37,Delivered
O0002675,2025-02-17,C01942,P0075,W12,S037,T05,13,16.35,212.55,Delivered
O0002676,2025-09-06,C02473,P0521,W03,S016,T15,25,21.05,526.25,Delivered
O0002677,2025-07-09,C00986,P0111,W03,S002,T14,24,15.32,367.68,Delivered
O0002678,2025-04-26,C03240,P0979,W12,S012,T03,22,19.56,430.32,Delivered
